response,context/0,context/1,context/2,context/3,context/4
"This is awesome! We're gonna be like pow-pow-pow, and they're gonna be like ... ... and then we'll have pancakes to celebrate and I'll be like...",Prepare to continue the epic struggle between good and neutral.,"Nailed you, buddy!","Ooh, burn!","Maybe not to you, Kif, but if I recall correctly, you were court-martialed in disgrace.","But, sir, that plan makes no sense."
"Good, good, then what?","Now we crash the ship into their headquarters, killing them in a hellish firestorm from which no living thing can escape.","What now, chief?",All I know is my gut says maybe.,This is Zapp Brannigan of the good ship ... Planet Express Ship. I come swinging the olive branch of peace.,Fly the white flag of war.
Wait a second. Is this plan gonna kill us?,"Then your mission is complete. I, meanwhile, will have ejected to safety, wearing the only spacesuit on board.","Good, good, then what?","Now we crash the ship into their headquarters, killing them in a hellish firestorm from which no living thing can escape.","What now, chief?",All I know is my gut says maybe.
"Leela, we want you to be captain again.",Of course. What do you think I meant by loyalty? Now help me into the only spacesuit. It looks a bit sweaty in there so you may need to apply baby powder.,Wait a second. Is this plan gonna kill us?,"Then your mission is complete. I, meanwhile, will have ejected to safety, wearing the only spacesuit on board.","Good, good, then what?","Now we crash the ship into their headquarters, killing them in a hellish firestorm from which no living thing can escape."
We want Leela to be captain again.,Let me guess. He cancelled naptime? He ran out of beer? So he's about to kill us?,"Leela, we want you to be captain again.",Of course. What do you think I meant by loyalty? Now help me into the only spacesuit. It looks a bit sweaty in there so you may need to apply baby powder.,Wait a second. Is this plan gonna kill us?,"Then your mission is complete. I, meanwhile, will have ejected to safety, wearing the only spacesuit on board."
Absolutely.,"OK, OK. We have one chance. Are you willing to do what I say as captain?","Leela save me ... and yourself, I guess ... and my banjo. And Fry.","Oh, no! He's disabled the steering. We're gonna crash!","To be honest, sir, I'd rather stay here with Captain Leela. She actually listens to what I have to--","So it's mutiny is it? I never thought I'd see the day. Come, Kif, let's eject. I found a children's spacesuit you can wear."
And warm.,"Oh, man, that crap's heavy.",Then go get the hover-dolly you didn't break and load all the dark matter into the left engine.,As your God is my witness.,Even if I make you work hard?,Absolutely.
It's too low.,"Honey, unless we hit a time warp, I wouldn't worry about it.",Hurry! I don't wanna die at the age of 25.,"If I don't survive, tell my wife, Hello.",Just do it.,And warm.
And no one will have to punish anyone for the mutiny.,You did it! You actually did it!,Quick.,It's too low.,"Honey, unless we hit a time warp, I wouldn't worry about it.",Hurry! I don't wanna die at the age of 25.
"Leela, I just want you to know that even though you're mean, you're the best captain ever.",I-I'll call and tell you about it.,"Come, Kif, we've got work to do.","Oh, foo!","In that case, Zapp Brannigan, I hereby restore your rank and parking privileges.","Your Honour, it's all true: My female incompetence, Zapp's cat-like reflexes, the stuff that made no sense, all of it."
Please?,No.,"Yeah, you're one dynamite lady. Can we have a week off?","Leela, I just want you to know that even though you're mean, you're the best captain ever.",I-I'll call and tell you about it.,"Come, Kif, we've got work to do."
"Aw, man.",No time off.,"Oh, alright.","Come on, Captain.",Please?,No.
What do we care? We live in the United States.,"Look, I know there are no car chases but this is important. One of these two men will become president of the world.",C-SPAN9 presents: The Thrill Of Politics.,"Hey, that's what Fry said when we turned on the debate!","There's a political debate on! Quick, change the channel!",Cursed by his own hubris!
Wow! I have been gone a long time.,The United States is part of the world.,What do we care? We live in the United States.,"Look, I know there are no car chases but this is important. One of these two men will become president of the world.",C-SPAN9 presents: The Thrill Of Politics.,"Hey, that's what Fry said when we turned on the debate!"
These are the candidates? They sound like clones. Wait a minute. They are clones!,"Now I respect my opponent. I think he's a good man but, quite frankly, I agree with everything he just said!",It's time someone had the courage to stand up and say: I'm against those things that everybody hates.,Wow! I have been gone a long time.,The United States is part of the world.,What do we care? We live in the United States.
"If I were registered to vote, I send these clowns a message by staying home on election day and dressing up like a clown.",And I say your three cent titanium tax doesn't go too far enough!,I say your three cent titanium tax goes too far.,Don't let their identical DNA fool you. They differ on some key issues.,These are the candidates? They sound like clones. Wait a minute. They are clones!,"Now I respect my opponent. I think he's a good man but, quite frankly, I agree with everything he just said!"
Nope. Not vaccinated either! Besides. It's not like one vote ever made a difference.,You're not registered?,"If I were registered to vote, I send these clowns a message by staying home on election day and dressing up like a clown.",And I say your three cent titanium tax doesn't go too far enough!,I say your three cent titanium tax goes too far.,Don't let their identical DNA fool you. They differ on some key issues.
"Professor, when did you become so obsessed with voting?","Yes, that's a capital idea. Let's all go register.","The point is, one vote can make a difference and even though it won't, I'm still taking you to get registered.","But, like most politicians, he promised more than he could deliver.","Ah, yes. John Quincy Adding Machine. He struck a cord with the voters when he pledged not to go on a killing spree.",That's not true. The first robot president won by exactly one vote.
The less fortunate get all the breaks!,The problem with both parties is that they always want to give your tax dollars to the less fortunate.,The very instant I became old.,"Professor, when did you become so obsessed with voting?","Yes, that's a capital idea. Let's all go register.","The point is, one vote can make a difference and even though it won't, I'm still taking you to get registered."
"What party do you belong to, Bender?",Really? I'd better keep an eye out at the next meeting.,Only weirdos and mutants join third parties.,"You know, Fry, you could join a third party, maybe.",The less fortunate get all the breaks!,The problem with both parties is that they always want to give your tax dollars to the less fortunate.
'Cause you're a robot?,I'm not allowed to vote.,"What party do you belong to, Bender?",Really? I'd better keep an eye out at the next meeting.,Only weirdos and mutants join third parties.,"You know, Fry, you could join a third party, maybe."
"OK, but what are the Brain Slugs who control you gonna do for the working man?",We favour unreasonably huge subsidies to the Brain Slug Planet.,"No, convicted felon.",'Cause you're a robot?,I'm not allowed to vote.,"What party do you belong to, Bender?"
"Sure, you say that now!",Attach Brain Slugs to them.,"OK, but what are the Brain Slugs who control you gonna do for the working man?",We favour unreasonably huge subsidies to the Brain Slug Planet.,"No, convicted felon.",'Cause you're a robot?
Now here's a party I can get excited about. Sign me up!,I concur.,"Sure, humans are cute, but how else are we supposed to test cosmetics?","Amen, brother. I don't go anywhere without my mutated anthrax......for duck hunting.","Damn straight! Today, the mad scientist can't get a doomsday device, tomorrow it's the mad grad student. Where will it end?","Well, first off, we're gonna get rid of that three-day waiting period for mad scientists."
"OK then, screw it.","Sorry, not with that attitude.",Now here's a party I can get excited about. Sign me up!,I concur.,"Sure, humans are cute, but how else are we supposed to test cosmetics?","Amen, brother. I don't go anywhere without my mutated anthrax......for duck hunting."
Alright!,"Welcome aboard, brother!","OK then, screw it.","Sorry, not with that attitude.",Now here's a party I can get excited about. Sign me up!,I concur.
That was pretty cool. I think I'm actually starting to get interested in politics.,You're out.,Alright!,"Welcome aboard, brother!","OK then, screw it.","Sorry, not with that attitude."
Too bad you can't spend it.,My body's 40 titanium! I'm finally richer than those snooty ATM machines.,What are you talking about?,Alright! I'm rich!,News of the mines closing sent titanium prices skyrocketing.,The plan is basically to pave over the area and get on with our lives.
No.,"Oh, can't I?",Too bad you can't spend it.,My body's 40 titanium! I'm finally richer than those snooty ATM machines.,What are you talking about?,Alright! I'm rich!
"Yeah, you look different. Did you get a haircut?",Bender? What happened to you?,"Hello, peasants.","Hey, buddy. Little help? Thank you!","Game's over, losers. I have all the money! Compare your lives to mine and then kill yourselves! Hey, get away. Shoo! I'll give you five dollars to not do what you're thinking about doing. You just lost five dollars!",Pleasure doing business with you.
"This is crazy, Bender. How are you gonna live without a body?","Sold your body? Oh, Bender, I've been down that road. I know it's glamorous and the parties are great but you'll end up spending every dollar you make on jewellery and skintight pants.","No, I sold my body.","Yeah, you look different. Did you get a haircut?",Bender? What happened to you?,"Hello, peasants."
"Well, at least now you can pay off your loan shark.",Pft. Bodies are for hookers and fat people! All I need is a wad of cash with a head wrapped around it.,"This is crazy, Bender. How are you gonna live without a body?","Sold your body? Oh, Bender, I've been down that road. I know it's glamorous and the parties are great but you'll end up spending every dollar you make on jewellery and skintight pants.","No, I sold my body.","Yeah, you look different. Did you get a haircut?"
"Hey, Bender, can I take a ride in your car?",Timber!,"Strike! In your face, Leela! Ow!",Yes! The rich get richer!,"21 red. I beg your pardon, 33 black.",Put it all on black.
Hey! You look me in the shins and say that.,"Maybe if you clean up first. It looks like your neck stepped in something. Oh, I'm sorry, that's just your body!","Hey, Bender, can I take a ride in your car?",Timber!,"Strike! In your face, Leela! Ow!",Yes! The rich get richer!
I recognise you. Didn't you used to have a body of some sort?,"Hi, I'm Claudia Schiffer's head.","Now, which group of heads is good enough for me to hang out with? What do you think, Fry? Fry?","I've had it up to here with this place. I'm off to the Head Museum to hang out with classy heads like me who appreciate the finer things: poetry, philosophy, hats. So long, coffin stuffers. Uh, could one of you coffin stuffers please carry me?",Hey! You look me in the shins and say that.,"Maybe if you clean up first. It looks like your neck stepped in something. Oh, I'm sorry, that's just your body!"
"Well, you're looking great.","Yeah, but it was holding me back. You know, I just did the cover of the Sports Illustrated Swimcap Issue.",I recognise you. Didn't you used to have a body of some sort?,"Hi, I'm Claudia Schiffer's head.","Now, which group of heads is good enough for me to hang out with? What do you think, Fry? Fry?","I've had it up to here with this place. I'm off to the Head Museum to hang out with classy heads like me who appreciate the finer things: poetry, philosophy, hats. So long, coffin stuffers. Uh, could one of you coffin stuffers please carry me?"
Couldn't hurt.,Thanks. I wouldn't mind losing a few pounds though.,"Well, you're looking great.","Yeah, but it was holding me back. You know, I just did the cover of the Sports Illustrated Swimcap Issue.",I recognise you. Didn't you used to have a body of some sort?,"Hi, I'm Claudia Schiffer's head."
"Hey, I remember you. I was gonna vote for you one time. But voting isn't cool so I stayed home alone and got trashed on Listerine.","I apologise for his rudeness, ma'am. He gets this way around meaty-looking women.","Hey, sugar cookie. You know, legally, nothing I can do counts as sex anymore.","Ah, US presidents. Sturdy shelves, good security. This place has class.",Couldn't hurt.,Thanks. I wouldn't mind losing a few pounds though.
"I hear that. I spent most of my teen years loving my body. Course, it was tough love but -- ooh!","I remember my body; flabby, pastey-skinned, riddled with phlebitis. A good Republican body! God, I loved it.",Ah. Booze money.,Same reason you hocked your teeth.,Hocked it? Why wouldst thou do that?,I hocked it.
"Bender, what is it?","Ones...zeros...one, one, zero, zero, one --",That's my style. I like to kick 'em when they're down!,"Oh, great. Now you tell me!","No, son. It's a sad and lonely life.","So, Nixon. Even if you miss your body, being a head's great too, right?"
"It was just a dream, Bender. There's no such thing as two.","Whoa, what an awful dream. Ones and zeros everywhere. And I thought I saw a two.","Bender, what is it?","Ones...zeros...one, one, zero, zero, one --",That's my style. I like to kick 'em when they're down!,"Oh, great. Now you tell me!"
"Hey, my clothes are worth 50 bucks!","I can't reveal that information, but you look like a nice robot. Tell you what, I'll give you 50 bucks for the kid.",You sold my body? To who?!,"I know what this is about. My body loved me, and I turned its back on it. Well, old friend, tie a yellow ribbon round your neck, 'cause I'm a-comin' home!","It was just a dream, Bender. There's no such thing as two.","Whoa, what an awful dream. Ones and zeros everywhere. And I thought I saw a two."
"Ah, I can't stand to see a robot cry. Let's watch TV!","Yeah, but it's on my body. What am I gonna do?",Don't you have a self-destruct button?,Oh! How could I let this happen? I can't go through the rest of my life like this.,Deal.,"Hey, my clothes are worth 50 bucks!"
"Yeah, and that electric guitar.",Nixon must have bought your body from the pawn shop.,"That dirty, double-crossing bastard! How dare he run off with Richard Nixon!","Bender, he's got your body!",Oh!,"That's right, nobody. But as you can plainly see, I've got a shiny new body!"
"Please, Mr. Nixon. We're appealing to your sense of decency.","Now look here, you drugged out communist. I paid for this body and I'd no sooner return it than I would my little cocker spaniel dog, Checkers. Shut up, damnit!",Give me my body back you two-bit thief!,"Nixon with charisma? My God, I can rule the universe!","Yes, but your body stayed on message. And that message is, Look at my shiny new body. The robots ate it up. You've got real charisma from the neck down.",What are you talking about? They ate me alive out there.
"No way! I'm not letting my best friend get recycled. Not for five cents, not for five hundred cents! Leela, I've got a plan!",It's hopeless. We might as well turn in my head for the five cent deposit.,"Seriously though, I'm never giving back this body. Now beat it! Before I get Cambodian on your asses!",That was a good one!,"Please, Mr. Nixon. We're appealing to your sense of decency.","Now look here, you drugged out communist. I paid for this body and I'd no sooner return it than I would my little cocker spaniel dog, Checkers. Shut up, damnit!"
Why would Nixon stay at the Watergate?,I've got a better plan.,"No way! I'm not letting my best friend get recycled. Not for five cents, not for five hundred cents! Leela, I've got a plan!",It's hopeless. We might as well turn in my head for the five cent deposit.,"Seriously though, I'm never giving back this body. Now beat it! Before I get Cambodian on your asses!",That was a good one!
"Keep going, we're right behind you.",They give you a discount if you've been here before.,Why would Nixon stay at the Watergate?,I've got a better plan.,"No way! I'm not letting my best friend get recycled. Not for five cents, not for five hundred cents! Leela, I've got a plan!",It's hopeless. We might as well turn in my head for the five cent deposit.
Ooh! Uh-oh!,"OK, almost got it. Steady. Steady. Don't panic.","Hey, Betty Friedan. Send a little of that lotion my way!",Psst! There I am!,"Oh, yeah. You women's libbers really know how to party!",Aroo!
"Well, he lost my vote.","Oh, no? Well, listen here, missy. Computers may be twice as fast as they were in 1973 but your average voter is as drunk and stupid as ever. The only one who's changed is me. I've become bitter and, let's face it, crazy over the years. And once I'm swept into office, I'll sell our children's organs to zoos for meat and I'll go into people's houses at night and wreck up the place.",You'll never pardon anybody because you'll never get elected president. The voters of Earth aren't the pea-brained idiots they were back in your time.,"That's it. You're all going to jail. And don't expect me to grant a pardon like that sissy, Ford.","Alright, break it up, you two!","Bring it on, soup can."
"Hey, I've got one last thought.","Oh, expletive deleted. You've got a deal.","The jig's up, Nixon. We'll trade you the tape for the body.",My God? I really sound like that? I thought my voice had more of a Clark Gable quality.,And I'll go into people's houses at night and wreck up the place!,Uh-oh. I don't like where this is heading.
What?,No!,The time is 7:59 and the robot polls are now opening...and the robot vote is in. Nixon has won!,Yes! The system works!,Exit polls show evil underdog Richard Nixon trailing with an estimated zero votes.,The sheer drama of this election has driven voter turnout to it's highest level in centuries -- 6
Why would robots vote for Nixon now that he's just a head in a jar?,Get out of town!,What?,No!,The time is 7:59 and the robot polls are now opening...and the robot vote is in. Nixon has won!,Yes! The system works!
Well it's not my fault either 'cause I forgot to vote.,"Well it ain't my fault. I'm a non-voting felon, thank you.",I can't believe it. He won by a single vote.,Nixon's back!,I give you the next president of Earth!,Why would robots vote for Nixon now that he's just a head in a jar?
This snow is beautiful. I'm glad global warming never happened.,We can only hope!,Great idea!,Yeah!,"Come on, everyone. Perhaps some skiing will help us forget the mouldy old antics of Conan O'Brien.","Ah, lets face it: Comedy's a dead art form. Now tragedy ... ... That's funny!"
Hi!,Actually it did. But thank God nuclear winter cancelled it out.,This snow is beautiful. I'm glad global warming never happened.,We can only hope!,Great idea!,Yeah!
Look out! We're heading straight for those trees!,Sweet lion of Zion! Look at the Professor go.,At least you're not cold blooded!,Jah damnit! We're stuck.,"Enough of your mindless chitchat, let's get going.",Hi!
Cool. Hey what do you do if you want the trees up?,Trees down.,"Yeah, yeah, relax. Trees down.",Look out! We're heading straight for those trees!,Sweet lion of Zion! Look at the Professor go.,At least you're not cold blooded!
Trees down!,Trees up,Cool. Hey what do you do if you want the trees up?,Trees down.,"Yeah, yeah, relax. Trees down.",Look out! We're heading straight for those trees!
"Yup, I remember. They came in last at the Olympics then retired to promote alcoholic beverages.","Listen, you filthy crab, a thousand years ago there was a legendary team of Jamaican bobsledders.","You, a bobsledder? That I'd like to see!",Mommy!,Lick my frozen metal ass. Uh-oh!,"Excuse me, sir, you're snowboarding off the trail."
"Oh, what the hell! Ow!","A true inspiration for the children. Um, a little help please? Nooo!","Yup, I remember. They came in last at the Olympics then retired to promote alcoholic beverages.","Listen, you filthy crab, a thousand years ago there was a legendary team of Jamaican bobsledders.","You, a bobsledder? That I'd like to see!",Mommy!
"Yeah, it really puts you in the Christmas spirit.",Ah! Nothing like a warm fire and a Super Soaker of fine cognac.,Wha?,"Oh, excuse me. Hello there.","Well, there I was on the triple diamond slope, when suddenly--",You poor man. What happened to you?
Christmas. You know? X-M-A-S.,What-mas?,"Yeah, it really puts you in the Christmas spirit.",Ah! Nothing like a warm fire and a Super Soaker of fine cognac.,Wha?,"Oh, excuse me. Hello there."
"Xmas, huh? Y'know this'll be my first Xmas away from home.","Oh, you mean Xmas. You must be using an archaic pronunciation. Like when you say ask instead of aks.",Christmas. You know? X-M-A-S.,What-mas?,"Yeah, it really puts you in the Christmas spirit.",Ah! Nothing like a warm fire and a Super Soaker of fine cognac.
Yeah! An old-fashioned Xmas tree!,"Hey, hey. Let me aks you something: Would it cheer you up if we went and cut down an Xmas tree?","Xmas, huh? Y'know this'll be my first Xmas away from home.","Oh, you mean Xmas. You must be using an archaic pronunciation. Like when you say ask instead of aks.",Christmas. You know? X-M-A-S.,What-mas?
Hey! These aren't Xmas trees!,Yeah! An old-fashioned Xmas tree!,"Hey, hey. Let me aks you something: Would it cheer you up if we went and cut down an Xmas tree?","Xmas, huh? Y'know this'll be my first Xmas away from home.","Oh, you mean Xmas. You must be using an archaic pronunciation. Like when you say ask instead of aks.",Christmas. You know? X-M-A-S.
"They're supposed to be some kinda, you know, pine tree.",Eh wha?,Hey! These aren't Xmas trees!,Yeah! An old-fashioned Xmas tree!,"Hey, hey. Let me aks you something: Would it cheer you up if we went and cut down an Xmas tree?","Xmas, huh? Y'know this'll be my first Xmas away from home."
This isn't the way Christmas is supposed to be.,"Pine trees have been extinct for 800 years, Fry. Gone the way of the poodle and your primitive notions of modesty. Ah! Brisk!","They're supposed to be some kinda, you know, pine tree.",Eh wha?,Hey! These aren't Xmas trees!,Yeah! An old-fashioned Xmas tree!
Everything's changed.,"There, there.",This isn't the way Christmas is supposed to be.,"Pine trees have been extinct for 800 years, Fry. Gone the way of the poodle and your primitive notions of modesty. Ah! Brisk!","They're supposed to be some kinda, you know, pine tree.",Eh wha?
Every Christmas my mom would get a fresh goose for goose burgers and my dad would whip up his special eggnog out of bourbon and ice cubes. This dumb holiday just makes me think of all the things I left behind. Let's just stop talking about Xmas.,Ow!,Xmas tree oh Xmas tree! Bah boo bee boo bah bee boh.,That's not true.,Everything's changed.,"There, there."
"What's the point of Xmas when everyone you know died a thousand years ago? I'm the lonliest person on Earth. Hey, Leela, how 'bout a little sympathy here, huh? Yoiks! What was that about?",Huh? What's this? A card from my cousin Zoidfarb. Instead of Claus he writes Claws! Now that's humorous. Today's comedians could learn from this card.,"Hmm. Ah, a picture of my mommy.","And last, but not least, the sweet flower of the office: Me. Hermes Conrad.",Yes! I got the most! I win Xmas!,"Happy Xmas, Xmas people! Xmas cards have arrived! Xmas! Amy, there you go, Fry, Professor, Zoidberg, a mighty haul for Bender."
My God! Poor Leela.,"Yes, and the only one of her species in all the known universe. What a lonely life.",Fluh! She's an orphan.,"What's the point of Xmas when everyone you know died a thousand years ago? I'm the lonliest person on Earth. Hey, Leela, how 'bout a little sympathy here, huh? Yoiks! What was that about?",Huh? What's this? A card from my cousin Zoidfarb. Instead of Claus he writes Claws! Now that's humorous. Today's comedians could learn from this card.,"Hmm. Ah, a picture of my mommy."
I feel like a rat. Here I am whining like a pig while all along Leela was lonely as a frog. I could kick myself.,"Hey, buddy, heard you needed cheering up! Well old Bender'll make you laugh. Look at me look! Oh, man, I gotta work on my act!",My God! Poor Leela.,"Yes, and the only one of her species in all the known universe. What a lonely life.",Fluh! She's an orphan.,"What's the point of Xmas when everyone you know died a thousand years ago? I'm the lonliest person on Earth. Hey, Leela, how 'bout a little sympathy here, huh? Yoiks! What was that about?"
Ow! Thanks.,I'll do it for you.,I feel like a rat. Here I am whining like a pig while all along Leela was lonely as a frog. I could kick myself.,"Hey, buddy, heard you needed cheering up! Well old Bender'll make you laugh. Look at me look! Oh, man, I gotta work on my act!",My God! Poor Leela.,"Yes, and the only one of her species in all the known universe. What a lonely life."
Whose blood?,I'm very generous. What about that time I gave blood?,"Yeah, right! As if you ever did anything charitable.",To volunteer at a liquor kitchen for homeless robots.,"Where are you going, Bender?","Earlier today I visited a shelter for down-and-out robots. Homeless robots, too poor to afford even the basic alchohol they need to fuel their circuits. Is there anything sadder? Only drowning puppies. And there would have to be a lot of them."
I've got to do something to show Leela how sorry I am.,Some guy's.,Whose blood?,I'm very generous. What about that time I gave blood?,"Yeah, right! As if you ever did anything charitable.",To volunteer at a liquor kitchen for homeless robots.
"So it's left, left, right-- Wait! I have a better idea! I'll go out and get her the perfect Xmas present. Something so great she'll never want to be unhappy again.",So what's the problem? Just get down on your claws and do the apology dance.,I've got to do something to show Leela how sorry I am.,Some guy's.,Whose blood?,I'm very generous. What about that time I gave blood?
We'll see. I like to haggle.,"Just be back by sundown, mon.","So it's left, left, right-- Wait! I have a better idea! I'll go out and get her the perfect Xmas present. Something so great she'll never want to be unhappy again.",So what's the problem? Just get down on your claws and do the apology dance.,I've got to do something to show Leela how sorry I am.,Some guy's.
Say what?,You can't stay out on Xmas Eve. You'll be killed!,We'll see. I like to haggle.,"Just be back by sundown, mon.","So it's left, left, right-- Wait! I have a better idea! I'll go out and get her the perfect Xmas present. Something so great she'll never want to be unhappy again.",So what's the problem? Just get down on your claws and do the apology dance.
I know about Santa Claus.,Good Lord! He doesn't know about Santa Claus.,Say what?,You can't stay out on Xmas Eve. You'll be killed!,We'll see. I like to haggle.,"Just be back by sundown, mon."
Wow! 2801! Anyway...,"Back in 2801, the Friendly Robot Company built a robotic Santa to determine who'd be naughty and who'd been nice and distribute presents accordingly. But something went wrong.",I know about Santa Claus.,Good Lord! He doesn't know about Santa Claus.,Say what?,You can't stay out on Xmas Eve. You'll be killed!
There's this girl who I really like but she thinks I'm a jerk. Can you help me?,"Yeah, yeah, amen. Listen, I'm one of those lazy homeless bums I've been hearing about. Could you point me to the free booze. Oh, yeah! Oh, yeah!","Welcome, brother! May the blessings of the season be upon you.",Nice meeting you.,"If he catches you after dark, he'll chop off your head and stuff your neck full of toys from his sack of horrors.","Wait, you fool! Due to a programming error, Santa's standards were set too high and he invariably judges everyone to be naughty."
"No, I need to get her a gift. And I need it before sundown.","Yeah, there's a suicide booth in the food court. Though there's a line this time of year.",There's this girl who I really like but she thinks I'm a jerk. Can you help me?,"Yeah, yeah, amen. Listen, I'm one of those lazy homeless bums I've been hearing about. Could you point me to the free booze. Oh, yeah! Oh, yeah!","Welcome, brother! May the blessings of the season be upon you.",Nice meeting you.
That's funny!,"Well, you can't go wrong with something traditional. A Surface-to-Santa rocket launcher. It comes with three jolly-seeking missiles.","No, I need to get her a gift. And I need it before sundown.","Yeah, there's a suicide booth in the food court. Though there's a line this time of year.",There's this girl who I really like but she thinks I'm a jerk. Can you help me?,"Yeah, yeah, amen. Listen, I'm one of those lazy homeless bums I've been hearing about. Could you point me to the free booze. Oh, yeah! Oh, yeah!"
You're the last store open. I need something for my friend Leela. Just give me your best animal.,My God! That poor kid!,I understand.,"I'm sorry, Tinny Tim. Seems we ran out early tonight.","Excuse me, sir? Might I have a sip of booze?","Oh, yeah! You filthy hobos sure kow how to live. Hey, chief, someone's stealing your handkerchief full of crap."
That's a stupid animal. You're stupid! I said I want the best one. Now which costs more? The parrot or the Stink Lizard?,Best? Well that's a matter of opinion. I personally like the Electric Snail.,You're the last store open. I need something for my friend Leela. Just give me your best animal.,My God! That poor kid!,I understand.,"I'm sorry, Tinny Tim. Seems we ran out early tonight."
"That's a hell of a good parrot. Although, I could get 500 lizards for the same price. Girls like swarms of lizards, right?","The lizards are a buck each, the parrot is 500.",That's a stupid animal. You're stupid! I said I want the best one. Now which costs more? The parrot or the Stink Lizard?,Best? Well that's a matter of opinion. I personally like the Electric Snail.,You're the last store open. I need something for my friend Leela. Just give me your best animal.,My God! That poor kid!
"Alright, I'll take the 500 lizards. No, wait, yes. No. Yes. Yes. Yes! The parrot!","Sir, the store is closing in two minutes.","That's a hell of a good parrot. Although, I could get 500 lizards for the same price. Girls like swarms of lizards, right?","The lizards are a buck each, the parrot is 500.",That's a stupid animal. You're stupid! I said I want the best one. Now which costs more? The parrot or the Stink Lizard?,Best? Well that's a matter of opinion. I personally like the Electric Snail.
"Well, I spent every penny I had but I bet Leela's gonna love you. Hey, you're quite the talker, aren't you? Shut the hell up! Ow! Stupid bird! I know where you live.","Alright, I'll take the 500 lizards. No, wait, yes. No. Yes. Yes. Yes! The parrot!","Sir, the store is closing in two minutes.","That's a hell of a good parrot. Although, I could get 500 lizards for the same price. Girls like swarms of lizards, right?","The lizards are a buck each, the parrot is 500.",That's a stupid animal. You're stupid! I said I want the best one. Now which costs more? The parrot or the Stink Lizard?
"Alright, bird, you thought you could beat me in a game of wits. But you just met your equal.",I'm telling you why. Santa Claus is coming to town!,Why?,Wait! You mean he's still out? His life's in danger!,I hear that! I aks him to set the table. Instead he goes out to buy you a present. Selfish dog.,It's just that I get tired of Fry always only thinking of himself.
Aha! Cornered!,"Alright, bird, you thought you could beat me in a game of wits. But you just met your equal.",I'm telling you why. Santa Claus is coming to town!,Why?,Wait! You mean he's still out? His life's in danger!,I hear that! I aks him to set the table. Instead he goes out to buy you a present. Selfish dog.
"Leela! Oh, my God! You saved my life. I am gonna get you so many lizards.",Hi there!,Aha! Cornered!,"Alright, bird, you thought you could beat me in a game of wits. But you just met your equal.",I'm telling you why. Santa Claus is coming to town!,Why?
"I just wanted to do something to make you happy. I mean, I miss my family but you never even had a family.","You didn't need to buy me a present, Fry.","Leela! Oh, my God! You saved my life. I am gonna get you so many lizards.",Hi there!,Aha! Cornered!,"Alright, bird, you thought you could beat me in a game of wits. But you just met your equal."
"Merry Xmas, Leela.",It's OK. You're lonely and I'm lonely. But together we're lonely together.,"I just wanted to do something to make you happy. I mean, I miss my family but you never even had a family.","You didn't need to buy me a present, Fry.","Leela! Oh, my God! You saved my life. I am gonna get you so many lizards.",Hi there!
"Oh, boy! It's Santa!",Merry Xmas.,"Merry Xmas, Leela.",It's OK. You're lonely and I'm lonely. But together we're lonely together.,"I just wanted to do something to make you happy. I mean, I miss my family but you never even had a family.","You didn't need to buy me a present, Fry."
Well check it twice!,"Ho, ho, ho! You've been very naughty, Fry and Leela. I checked my list.","Oh, boy! It's Santa!",Merry Xmas.,"Merry Xmas, Leela.",It's OK. You're lonely and I'm lonely. But together we're lonely together.
No! I swear!,But what about your other co-workers? Did either of you ever stop to think about Dr. Zoidberg's feelings?,But we set things right. Fry even risked his life to get me a present.,I perform over 50 mega-checks per second. You're both naughty for disregarding each other's feelings.,Well check it twice!,"Ho, ho, ho! You've been very naughty, Fry and Leela. I checked my list."
Please let us live! We'll put out milk and cookies for you!,Get her purse!,"Oh, alright. But just one glass!  from inside  OK, that's enough. I said that's enough!","Whoa, hold on! How about inviting us in for a traditional glass of hard cider?",Go away!,"So lock the door and hit the floor,"
"I never thought it would end this way: Gunned down by Santa Claus. Honestly, I didn't see it coming!",We're trapped.,You dare bribe Santa? I'm going to shove coal so far up your stocking you'll be coughing up diamonds!,Please let us live! We'll put out milk and cookies for you!,Get her purse!,"Oh, alright. But just one glass!  from inside  OK, that's enough. I said that's enough!"
"Goodbye, Leela. Hey, look: We're under the mistletoe.","Goodbye, Fry.","I never thought it would end this way: Gunned down by Santa Claus. Honestly, I didn't see it coming!",We're trapped.,You dare bribe Santa? I'm going to shove coal so far up your stocking you'll be coughing up diamonds!,Please let us live! We'll put out milk and cookies for you!
"Uh, you're present may need some assembly.",Your mistletoe is no match for my T.O.W. missile!,"Goodbye, Leela. Hey, look: We're under the mistletoe.","Goodbye, Fry.","I never thought it would end this way: Gunned down by Santa Claus. Honestly, I didn't see it coming!",We're trapped.
Help!,"Oh, thank you!",And a slipper on a shoe tree.,Two former husbands.,Three jars of pennies.,Four family photos.
Help!,Thank you. These'll come in handy for my new hair. Finally I look as pretty as I feel!,"Oh, the irony. I sold my hair so I could buy this third set of combs for Zoidberg.","Oh, that's so sweet. But I sold my hair to a wigmaker so I could buy a set of combs for Hermes.","Amy, this is for you: A set of combs for your beautiful hair.","My God, Bender! Framing an orphan? That's so naughty I'll have to add it to my list right now. Framing ... I-N-G ... ... an ..."
