response,context/0,context/1,context/2,context/3,context/4
It means dangers coming. Uhh!,I think it's a warning.,Perhaps you should see the nurse.,Not like this.,It's happened before.,My scar. It keeps burning.
Oh. Of course!,It means dangers coming. Uhh!,I think it's a warning.,Perhaps you should see the nurse.,Not like this.,It's happened before.
"Don't you think it's a bit odd that what Hagrid wants more than anything is a dragon, and a stranger shows up and just happens to have one?",What is it?,Oh. Of course!,It means dangers coming. Uhh!,I think it's a warning.,Perhaps you should see the nurse.
"I mean, how many people wander around with dragon eggs in their pockets?","Don't you think it's a bit odd that what Hagrid wants more than anything is a dragon, and a stranger shows up and just happens to have one?",What is it?,Oh. Of course!,It means dangers coming. Uhh!,I think it's a warning.
Why didn't I see it before?,"I mean, how many people wander around with dragon eggs in their pockets?","Don't you think it's a bit odd that what Hagrid wants more than anything is a dragon, and a stranger shows up and just happens to have one?",What is it?,Oh. Of course!,It means dangers coming. Uhh!
"Hagrid, who gave you the dragon egg?",Why didn't I see it before?,"I mean, how many people wander around with dragon eggs in their pockets?","Don't you think it's a bit odd that what Hagrid wants more than anything is a dragon, and a stranger shows up and just happens to have one?",What is it?,Oh. Of course!
What did he look like?,"Hagrid, who gave you the dragon egg?",Why didn't I see it before?,"I mean, how many people wander around with dragon eggs in their pockets?","Don't you think it's a bit odd that what Hagrid wants more than anything is a dragon, and a stranger shows up and just happens to have one?",What is it?
"The stranger, though, you and he must have talked.",He kept his hood up.,I never saw his face.,I don't know.,What did he look like?,"Hagrid, who gave you the dragon egg?"
And did he seem interested in Fluffy?,"I told him. I said, After Fluffy, a dragon's gonna be no problem.","Well, he wanted to know what sort of creatures I looked after.","The stranger, though, you and he must have talked.",He kept his hood up.,I never saw his face.
"We have to see Professor Dumbledore, immediately!",Where you going?! Wait!,I shouldn't have told you that.,"Take Fluffy, for example, just play him a bit of music and he falls straight to sleep.","But I told him. I said, The trick with any beast is to know how to calm him.","How often do you come across a three headed dog, even if you're in the trade?"
He's gone?! Now?,He received an urgent owl from the Ministry of Magic and left immediately for London.,I'm afraid Professor Dumbledore is not here.,"We have to see Professor Dumbledore, immediately!",Where you going?! Wait!,I shouldn't have told you that.
But this is important!,He's gone?! Now?,He received an urgent owl from the Ministry of Magic and left immediately for London.,I'm afraid Professor Dumbledore is not here.,"We have to see Professor Dumbledore, immediately!",Where you going?! Wait!
It's about...the Sorcerer's Stone.,But this is important!,He's gone?! Now?,He received an urgent owl from the Ministry of Magic and left immediately for London.,I'm afraid Professor Dumbledore is not here.,"We have to see Professor Dumbledore, immediately!"
Someone's going to try and steal it.,How do you know?,It's about...the Sorcerer's Stone.,But this is important!,He's gone?! Now?,He received an urgent owl from the Ministry of Magic and left immediately for London.
That was no stranger Hagrid met in the village.,Now would you go back to your dormitories? Quietly.,"I don't know how you three found out about the stone, but I can assure you it is perfectly well-protected.",Someone's going to try and steal it.,How do you know?,It's about...the Sorcerer's Stone.
"It was Snape, which means he knows how to get past Fluffy.",That was no stranger Hagrid met in the village.,Now would you go back to your dormitories? Quietly.,"I don't know how you three found out about the stone, but I can assure you it is perfectly well-protected.",Someone's going to try and steal it.,How do you know?
We go down the trapdoor. Tonight.,Now what do we do?,People will think you're up to something.,You want to be careful.,Uh...we were just...,"Now, what would three young Gryffindors such as yourselves be doing inside on a day like this?"
Trevor.,We go down the trapdoor. Tonight.,Now what do we do?,People will think you're up to something.,You want to be careful.,Uh...we were just...
"Now, Neville, listen. We were","You're sneaking out again, arent you?",Neither should you.,"Go, you shouldn't be here!",Trevor shh!,Trevor.
Let's go. Sorry.,"Brilliant, but scary.",You're a little scary sometimes...you know that?,Petrificus Totalus.,"Neville, I'm really, really sorry about this",I-I'll fight you.
Snoring,Wait a minute...he's....,Alohomora.,Sorry.,Ow! You stood on my foot!,"It's for your own good, you know."
Snape's already been here.,Snoring,Wait a minute...he's....,Alohomora.,Sorry.,Ow! You stood on my foot!
He's put a spell on the harp.,Snape's already been here.,Snoring,Wait a minute...he's....,Alohomora.,Sorry.
We have to move its paw.,Uh. It's got horrible breath!,He's put a spell on the harp.,Snape's already been here.,Snoring,Wait a minute...he's....
Come on! Okay. Push!,What?!,We have to move its paw.,Uh. It's got horrible breath!,He's put a spell on the harp.,Snape's already been here.
I'll go first.,Come on! Okay. Push!,What?!,We have to move its paw.,Uh. It's got horrible breath!,He's put a spell on the harp.
Don't follow until I give you a sign.,I'll go first.,Come on! Okay. Push!,What?!,We have to move its paw.,Uh. It's got horrible breath!
"If something bad happens, get yourselves out",Don't follow until I give you a sign.,I'll go first.,Come on! Okay. Push!,What?!,We have to move its paw.
Does it seem a bit...quiet to you?,"If something bad happens, get yourselves out",Don't follow until I give you a sign.,I'll go first.,Come on! Okay. Push!,What?!
Jump! Go!,Ew! Yuck! Ugh.,The harp. It stopped playing.,Does it seem a bit...quiet to you?,"If something bad happens, get yourselves out",Don't follow until I give you a sign.
Whoa! Oh. Ahh!,"Lucky this plant-thing is here, really.",Ahh! Whoa.,Jump! Go!,Ew! Yuck! Ugh.,The harp. It stopped playing.
Hermione!!,"Oh, now I can relax!",Kill us faster?!,"If you don't, it will only kill you faster.",You have to relax.,This is Devil's Snare.
Hermione! Where are you?!,Just relax!,Now what are we gonna do?!,Hermione!!,"Oh, now I can relax!",Kill us faster?!
"Yeah, yeah, I'm fine.",Are you okay?,Harry!,Ahh! Harry!,Do what I say. Trust me.,Hermione! Where are you?!
Apparently not.,"He's not relaxing, is he?",Help!,"Yeah, yeah, I'm fine.",Are you okay?,Harry!
What?,We've got to do something!,Help! Help me!,Apparently not.,"He's not relaxing, is he?",Help!
"Ron, are you okay?",Ahhh!,Lumus Solem!,That's it! Devil's Snare hates sunlight!,"Um Devil's Snare, Devil's Scare,it's deadly fun...but will sulk in the sun!",Help!
Okay.,Yeah.,"Ron, are you okay?",Ahhh!,Lumus Solem!,That's it! Devil's Snare hates sunlight!
Lucky Hermione pays attention in Herbology.,Whew. Lucky we didn't panic!,Okay.,Yeah.,"Ron, are you okay?",Ahhh!
I don't know.,What is that?,Lucky Hermione pays attention in Herbology.,Whew. Lucky we didn't panic!,Okay.,Yeah.
Sounds like wings.,I don't know.,What is that?,Lucky Hermione pays attention in Herbology.,Whew. Lucky we didn't panic!,Okay.
"They're not birds, they're keys.",Curious. I've never seen birds like these.,Sounds like wings.,I don't know.,What is that?,Lucky Hermione pays attention in Herbology.
And I'll bet one of them fits that door.,"They're not birds, they're keys.",Curious. I've never seen birds like these.,Sounds like wings.,I don't know.,What is that?
I don't know. Strange.,What's this all about?,And I'll bet one of them fits that door.,"They're not birds, they're keys.",Curious. I've never seen birds like these.,Sounds like wings.
There! I see it!,Probably rusty like the handle.,We're looking for a big old fashioned one.,There must be 1000 keys up there!,Ugh! What're we going to do?,"Well, it was worth a try."
The one with the broken wing!,There! I see it!,Probably rusty like the handle.,We're looking for a big old fashioned one.,There must be 1000 keys up there!,Ugh! What're we going to do?
It's too simple.,"What's wrong, Harry?",The one with the broken wing!,There! I see it!,Probably rusty like the handle.,We're looking for a big old fashioned one.
Catch the key!,This complicates things a bit!,You're the youngest seeker in a century!,"If Snape can catch it on that old broomstick, you can!","Oh, go on, Harry!",It's too simple.
Where are we? A graveyard.,I don't like this at all.,I don't like this.,Hurry up!,Catch the key!,This complicates things a bit!
There's the door.,It's a chessboard.,This is no graveyard.,Where are we? A graveyard.,I don't like this at all.,I don't like this.
Wait a minute.,Pawn to C-3!,Castle to E-4!,"Yes, Hermione, I think this is going to be exactly like wizard's chess!",You there! D-5!,"Ron, you don't suppose this is going to be like...real wizard's chess, do you?"
"No, Ron! No!","Once I make my move, the Queen will take me...then you'll be free to check the King.","You understand right, Harry.",Wait a minute.,Pawn to C-3!,Castle to E-4!
He's going to sacrifice himself!,What is it?,"No, Ron! No!","Once I make my move, the Queen will take me...then you'll be free to check the King.","You understand right, Harry.",Wait a minute.
RON!,Ahhhh!,Check.,Knight...to H-3.,"Not me, not Hermione, you.","Harry, it's you that has to go on. I know it."
"NO! Don't move! Dont forget, we're still playing.",RON!,Ahhhh!,Check.,Knight...to H-3.,"Not me, not Hermione, you."
Checkmate.,"NO! Don't move! Dont forget, we're still playing.",RON!,Ahhhh!,Check.,Knight...to H-3.
"Take care of Ron. Then, go to the owlery.",Checkmate.,"NO! Don't move! Dont forget, we're still playing.",RON!,Ahhhh!,Check.
Send a message to Dumbledore.,"Take care of Ron. Then, go to the owlery.",Checkmate.,"NO! Don't move! Dont forget, we're still playing.",RON!,Ahhhh!
Ron's right...I have to go on.,Send a message to Dumbledore.,"Take care of Ron. Then, go to the owlery.",Checkmate.,"NO! Don't move! Dont forget, we're still playing.",RON!
Not as good as you.,"You're a great wizard, you really are.","You'll be okay, Harry.",Ron's right...I have to go on.,Send a message to Dumbledore.,"Take care of Ron. Then, go to the owlery."
You? No. It can't be...Snape. He was the one,"And Harry, just be careful.","Friendship, and bravery.",There are more important things.,Me? Books and cleverness?,Not as good as you.
"B-but, that day, during the Quidditch Match, Snape tried to kill me.","Next to him, who would suspect, p-p-poor s-stuttering Professor Quirrell?","Yes. He does seem the type, doesn't he?",You? No. It can't be...Snape. He was the one,"And Harry, just be careful.","Friendship, and bravery."
Snape was trying to...save me?,Even with Snape muttering his little counter-curse.,"And trust me, if Snape's cloak hadn't caught fire and broken my eye contact, I would have succeeded.","No, dear boy. I tried to kill you!","B-but, that day, during the Quidditch Match, Snape tried to kill me.","Next to him, who would suspect, p-p-poor s-stuttering Professor Quirrell?"
Th-then you let the troll in.,Especially after Halloween.,I knew you were a danger right from the off.,Snape was trying to...save me?,Even with Snape muttering his little counter-curse.,"And trust me, if Snape's cloak hadn't caught fire and broken my eye contact, I would have succeeded."
I-I'm shaking hands with Dumbledore.,What is it?! What do you see?!,Tell me. What do you see?,"Come here, Potter, now!",Use the boy,But how do I get it?
I've won the house cup.,I-I'm shaking hands with Dumbledore.,What is it?! What do you see?!,Tell me. What do you see?,"Come here, Potter, now!",Use the boy
Voldemort.,Harry Potter. We meet again.,I have strength enough for this.,"Master, you are not strong enough.",Let me speak to him.,Tell the truth! What do you see?!
Never!,Why suffer a horrific death when you can join me and live?!,Don't be a fool!,Stop him!,"Something, that conveniently enough, lies in your pocket!",But there is something that can.
You liar!,Just give me the stone!,"Together, we'll do extraordinary things.","There is only power, and those too weak to seek it.",There is no good and evil.,"That's it, Harry."
Ahhhhhhhhh!,Arrrhhhhhh!,Ahhhhhhhhhh!,Fool! Get the stone!,Ahh! Ahh! What is this magic?,Kill him!
Admirers?,Ah. Tokens from your admirers?,"Good afternoon, Harry.",Ahhhhhhhhh!,Arrrhhhhhh!,Ahhhhhhhhhh!
Ron was here?,"Ah, I see your friend Ronald has saved you the trouble of opening your Chocolate Frogs.","What happened down in the dungeons between you and Professor Quirrell is a complete secret, so, naturally, the whole school knows.",Admirers?,Ah. Tokens from your admirers?,"Good afternoon, Harry."
Is he all right?,Ron was here?,"Ah, I see your friend Ronald has saved you the trouble of opening your Chocolate Frogs.","What happened down in the dungeons between you and Professor Quirrell is a complete secret, so, naturally, the whole school knows.",Admirers?,Ah. Tokens from your admirers?
What about Hermione?,Is he all right?,Ron was here?,"Ah, I see your friend Ronald has saved you the trouble of opening your Chocolate Frogs.","What happened down in the dungeons between you and Professor Quirrell is a complete secret, so, naturally, the whole school knows.",Admirers?
"But, what happened to the Stone?",Fine. They're both just fine.,What about Hermione?,Is he all right?,Ron was here?,"Ah, I see your friend Ronald has saved you the trouble of opening your Chocolate Frogs."
"But Flamel, he'll die, won't he?",My friend Nicholas and I had a little chat and agreed it was best all around.,"Relax, dear boy. The stone has been destroyed.","But, what happened to the Stone?",Fine. They're both just fine.,What about Hermione?
"How is it I got the Stone, sir?","But yes, he will die.",He has enough Elixir to set his affairs in order.,"But Flamel, he'll die, won't he?",My friend Nicholas and I had a little chat and agreed it was best all around.,"Relax, dear boy. The stone has been destroyed."
"One minute I was staring in the mirror, and the next...","How is it I got the Stone, sir?","But yes, he will die.",He has enough Elixir to set his affairs in order.,"But Flamel, he'll die, won't he?",My friend Nicholas and I had a little chat and agreed it was best all around.
"Does that mean, with the Stone gone, I mean, that Voldemort can never come back?",And between you and me thats saying something.,That is one of my more brilliant ideas.,"Ah. You see, only a person who wanted to find the Stone, find it, but not use it, would be able to get it.","One minute I was staring in the mirror, and the next...","How is it I got the Stone, sir?"
What is it?,It lives in your very skin.,"No, no, this kind of mark cannot be seen.","She sacrificed herself for you, and that kind of act leaves a mark.",It was because of your mother.,"Harry, do you know why Professor Quirrell couldn't bear to have you touch him?"
"All right there, Ron?",Mm. Alas. Earwax.,But I think I could be safe with a nice toffee...,"I was most unfortunate in my youth to come across a vomit flavoured one, and since then I have lost my liking for them.",Ah. Bertie Bott's Every Flavour Beans.,"Love, Harry, love."
All right. Hermione?,All right? You?,"All right there, Ron?",Mm. Alas. Earwax.,But I think I could be safe with a nice toffee...,"I was most unfortunate in my youth to come across a vomit flavoured one, and since then I have lost my liking for them."
Good job.,"To Miss Hermione Granger, for the use of cool intellect when others were in great peril, 50 points.",And I have a few last minute points to award.,"However, recent events must be taken into account.","Yes, yes, well done Slytherin, well done Slytherin.","Nice one, Mate!"
One minute.,"Come on, Harry.",Go on. Go on. Come on. Hurry up.,Train's leaving.,"Come on now, hurry up. You'll be late.",Yeah! We won!!
"Thanks, Hagrid.",This is for you.,"Thought you were leaving without saying good-bye, didja?",One minute.,"Come on, Harry.",Go on. Go on. Come on. Hurry up.
"But Hagrid, we're not allowed to do magic away from Hogwarts. You know that.","Oh, listen, Harry, if that dolt of a cousin of yours, Dudley, gives you any grief, you could always, um, threaten him with a nice pair of ears to go with that tail of his.",Oh. Go on...on with you.,"Thanks, Hagrid.",This is for you.,"Thought you were leaving without saying good-bye, didja?"
I'm not going home. Not really.,"Feels strange to be going home, doesn't it?","I do. But your cousin don't, do he? Eh? Off you go.","But Hagrid, we're not allowed to do magic away from Hogwarts. You know that.","Oh, listen, Harry, if that dolt of a cousin of yours, Dudley, gives you any grief, you could always, um, threaten him with a nice pair of ears to go with that tail of his.",Oh. Go on...on with you.
"I cant let you out, Hedwig.",I'm not going home. Not really.,"Feels strange to be going home, doesn't it?","I do. But your cousin don't, do he? Eh? Off you go.","But Hagrid, we're not allowed to do magic away from Hogwarts. You know that.","Oh, listen, Harry, if that dolt of a cousin of yours, Dudley, gives you any grief, you could always, um, threaten him with a nice pair of ears to go with that tail of his."
Im not allowed to use magic outside of school.,"I cant let you out, Hedwig.",I'm not going home. Not really.,"Feels strange to be going home, doesn't it?","I do. But your cousin don't, do he? Eh? Off you go.","But Hagrid, we're not allowed to do magic away from Hogwarts. You know that."
"Besides, if Uncle Vernon",Im not allowed to use magic outside of school.,"I cant let you out, Hedwig.",I'm not going home. Not really.,"Feels strange to be going home, doesn't it?","I do. But your cousin don't, do he? Eh? Off you go."
Now youve done it.,Harry Potter!,"Besides, if Uncle Vernon",Im not allowed to use magic outside of school.,"I cant let you out, Hedwig.",I'm not going home. Not really.
But shes bored!,"Im warning you, if you cant control that bloody bird itll have to go.",Hes in there. Vernon...,Now youve done it.,Harry Potter!,"Besides, if Uncle Vernon"
If I could only let out for an hour or two,But shes bored!,"Im warning you, if you cant control that bloody bird itll have to go.",Hes in there. Vernon...,Now youve done it.,Harry Potter!
But I havent had any messages from any of my friends... not one all summer.,"Huh, huh! So you could send secret messages to you freaky little friends. No, sir!",If I could only let out for an hour or two,But shes bored!,"Im warning you, if you cant control that bloody bird itll have to go.",Hes in there. Vernon...
"Ill be in my bedroom, making no noise and pretending that I dont exist.",Excellent! ...And you...?,Ill be waiting to open the door!,"Good! And- and Dudley, you will be...?","in the lounge, waiting to welcome them graciously into our home.",Petunia when the Masons arrive you will be...?
Who are you?,Harry Potter! Such an honor it is!,"Ha- ha- ha! Ha, ha! Ho, ho, ho! Ha, ha!",Mr. and Mrs. Mason! Do come in!,And you will not mess it up!,"With any luck, this could well be the day I make the biggest deal of my career."
"Not to be to be rude or anything, but this isnt a great time for me to have a house elf in my bedroom.","Dobby sir, Dobby the house elf.",Who are you?,Harry Potter! Such an honor it is!,"Ha- ha- ha! Ha, ha! Ho, ho, ho! Ha, ha!",Mr. and Mrs. Mason! Do come in!
Why dont you sit down?,Dobby wonders where to begin?,"Its just that, Dobby has come to tell you- it is difficult, sir","Oh, oh yes, sir! Dobby understands!","Not to be to be rude or anything, but this isnt a great time for me to have a house elf in my bedroom.","Dobby sir, Dobby the house elf."
"Dobby, ssh! Im sorry!","Oh, oh, ho. Oh, ho, ho... Oh, ho, ho.",S-sit down? S-sit- sit down?,Why dont you sit down?,Dobby wonders where to begin?,"Its just that, Dobby has come to tell you- it is difficult, sir"
"I didnt mean to offend you, or anything.","Dobby, ssh! Im sorry!","Oh, oh, ho. Oh, ho, ho... Oh, ho, ho.",S-sit down? S-sit- sit down?,Why dont you sit down?,Dobby wonders where to begin?
You cant have met many decent wizards then.,"Dobby has heard of your greatness, sir, but never has he been asked to sit down by a wizard, like an equal.",Offend Dobby?,"I didnt mean to offend you, or anything.","Dobby, ssh! Im sorry!","Oh, oh, ho. Oh, ho, ho... Oh, ho, ho."
"Stop, Dobby!",Bad Dobby!,That was an awful thing to say.,"No, I havent.",You cant have met many decent wizards then.,"Dobby has heard of your greatness, sir, but never has he been asked to sit down by a wizard, like an equal."
"Dobby, shh!",Bad Dobby!,"Stop, Dobby!",Bad Dobby!,That was an awful thing to say.,"No, I havent."
"Dobby, please stop!",Baaad Dobby!,"Dobby, shh!",Bad Dobby!,"Stop, Dobby!",Bad Dobby!
"Stop! Stop, Dobby.",Bad Dobby!,Bad Dobby.,Its just the cat.,"Ohh, dont mind that!","Dobby, please stop!"
Please be quiet!,"Stop! Stop, Dobby.",Bad Dobby!,Bad Dobby.,Its just the cat.,"Ohh, dont mind that!"
Are you all right?,Please be quiet!,"Stop! Stop, Dobby.",Bad Dobby!,Bad Dobby.,Its just the cat.
Your family?,"Dobby almost spoke ill of his family, sir.","Dobby had to punish himself, sir.",Are you all right?,Please be quiet!,"Stop! Stop, Dobby."
What terrible things?,"There is a plot, a plot to make most terrible things happen.",Harry Potter must not go back to Hogwarts School of Witchcraft and Wizardry this year!,Dobby has to protect Harry Potter- to warn him.,But Dobby had to come.,If they ever knew Dobby was here...ooh...
Whos plotting them?,What terrible things?,"There is a plot, a plot to make most terrible things happen.",Harry Potter must not go back to Hogwarts School of Witchcraft and Wizardry this year!,Dobby has to protect Harry Potter- to warn him.,But Dobby had to come.
Ok I- understand. You cant- say.,Ooo... er... cant... say... argh...,Whos plotting them?,What terrible things?,"There is a plot, a plot to make most terrible things happen.",Harry Potter must not go back to Hogwarts School of Witchcraft and Wizardry this year!
"Dobby! Dobby, put the lamp down.","Dont make me talk, I Errr...",Ok I- understand. You cant- say.,Ooo... er... cant... say... argh...,Whos plotting them?,What terrible things?
Give me the lamp! Dobby stop!,Bad Dobby.,"Dobby! Dobby, put the lamp down.","Dont make me talk, I Errr...",Ok I- understand. You cant- say.,Ooo... er... cant... say... argh...
"Get in there, and keep quiet!",Let me go!,Give me the lamp! Dobby stop!,Bad Dobby.,"Dobby! Dobby, put the lamp down.","Dont make me talk, I Errr..."
I- I was just,What the devil are you doing up here?,"Get in there, and keep quiet!",Let me go!,Give me the lamp! Dobby stop!,Bad Dobby.
Sorry.,You just ruined the punch line of my Japanese golfer joke!,I- I was just,What the devil are you doing up here?,"Get in there, and keep quiet!",Let me go!
"Yes, sir... See why Ive got to go back?",And fix that door!,"One more sound, and youll wish youd never been born, boy!",Sorry.,You just ruined the punch line of my Japanese golfer joke!,I- I was just
I dont belong here.,"Yes, sir... See why Ive got to go back?",And fix that door!,"One more sound, and youll wish youd never been born, boy!",Sorry.,You just ruined the punch line of my Japanese golfer joke!
"I belong in your world, at Hogwarts.",I dont belong here.,"Yes, sir... See why Ive got to go back?",And fix that door!,"One more sound, and youll wish youd never been born, boy!",Sorry.
Its the only place Ive got friends!,"I belong in your world, at Hogwarts.",I dont belong here.,"Yes, sir... See why Ive got to go back?",And fix that door!,"One more sound, and youll wish youd never been born, boy!"
"Well, I expect theyve... been- hang on-",Friends who dont even write to Harry Potter?,Its the only place Ive got friends!,"I belong in your world, at Hogwarts.",I dont belong here.,"Yes, sir... See why Ive got to go back?"
how do you know my friends havent been writing to me?,"Well, I expect theyve... been- hang on-",Friends who dont even write to Harry Potter?,Its the only place Ive got friends!,"I belong in your world, at Hogwarts.",I dont belong here.
"Give me those, now!","Heh- Dobby hoped, if Harry Potter thought his friends had forgotten him, Harry Potter might not want to go back to school, sir.",Harry Potter mustnt be angry with Dobby.,how do you know my friends havent been writing to me?,"Well, I expect theyve... been- hang on-",Friends who dont even write to Harry Potter?
"Dobby, get back here!",No! Ahh! Ooh...,"Give me those, now!","Heh- Dobby hoped, if Harry Potter thought his friends had forgotten him, Harry Potter might not want to go back to school, sir.",Harry Potter mustnt be angry with Dobby.,how do you know my friends havent been writing to me?
"Dobby, please, no!","Dobby, get back here!",No! Ahh! Ooh...,"Give me those, now!","Heh- Dobby hoped, if Harry Potter thought his friends had forgotten him, Harry Potter might not want to go back to school, sir.",Harry Potter mustnt be angry with Dobby.
I cant. Hogwarts is my home!,Harry Potter must say hes not going back to school!,"Dobby, please, no!","Dobby, get back here!",No! Ahh! Ooh...,"Give me those, now!"
Ron! Fred. George.,"Hi, Harry!",Youre never going to see those freaky friends of yours again. Never!,Youre never going back to that school.,Thats why I kept him upstairs!,Meeting strangers upsets him.
What are you alldoinghere?,Ron! Fred. George.,"Hi, Harry!",Youre never going to see those freaky friends of yours again. Never!,Youre never going back to that school.,Thats why I kept him upstairs!
Ahh- ahh!,"Petunia, hes escaping!","Come on, Harry!Hurryup!",Come on.,Come on.,"Dad,hurryup!"
Let go of me!,Come here!,Ive got you Harry!,Ahh- ahh!,"Petunia, hes escaping!","Come on, Harry!Hurryup!"
Get off!,"Oh no, boy! You and thatbloodypigeonarentgoinganywhere!",Let go of me!,Come here!,Ive got you Harry!,Ahh- ahh!
Ithinkits brilliant,"Its not much, but its home.","Yeah, Mumwouldneverknow.",Do youthinkitd be allrightif we had some of this?,"Shh! Ok, come on. Shh! Come on.","Come on. Okay, come on. Shh!"
Hello. W-what did I do?,Yes dear. It was on the cat.,"Mum- Mummy, have you seen my jumper?",Now tuck in! Thats it.Therewe go.,Here we are Harry.,"Come on Harry, time for a spot of breakfast."
Raids?,What a night. Nine raids. Nine!,MorningArthur!,"Morning, Dad.","Morning, Weasleys.",A bitannoyingreally.
"Oh,sorrysir. Im Harry, sir,HarryPotter.",Well now. Aah! And who are you?,"DadlovesMuggles,thinkstheyre fascinating.","Dadworksin theMinistryof Magic, in theMisuseofMuggle Artifacts Office.",Raids?,What a night. Nine raids. Nine!
"Oh, it...",Did you really? Howd it go? Did you,This morning. Your sons flew thatenchantedcar ofyoursto Surrey and back last night.,When did he get here?,"Well, Rons told us allaboutyou, of course.",Good Lord! Are you really?
"Oh, umm...","Tell me, whatexactlyis thefunctionof arubberduck?","Now, Harry, you must know allaboutMuggles.",Verywrongof you,"I mean...that was very wrong, indeed, boys.",Arthur!
Floo powder?,"But Harry's never traveled by Floo powder before, Mum.","You go first, dear.","Here we are, Harry.",Right.,DiagonAlley.
Diagonally.,"Now, don't forget to speak very, very clearly.","That's it, very good.","Now, take your Floo powder.",That's right.,Mind your head.
"I'm fine, thank you. I was just going...","Not lost, are you, my dear?","Come, Draco.",I'll expect you at the manor tomorrow.,Very good.,Not with me.
No. Please...,We'll help you find your way back.,Come with us.,"I'm fine, thank you. I was just going...","Not lost, are you, my dear?","Come, Draco."
Hagrid!,Harry?,No. Please...,We'll help you find your way back.,Come with us.,"I'm fine, thank you. I was just going..."
"I was lost, I...",People will think you're up to no good.,Don't want no one to see you there.,Dodgy place.,Skulking around Knockturn Alley?,"You're a mess, Harry."
Hang on.,"I was lost, I...",People will think you're up to no good.,Don't want no one to see you there.,Dodgy place.,Skulking around Knockturn Alley?
What were you doing down there then?,Hang on.,"I was lost, I...",People will think you're up to no good.,Don't want no one to see you there.,Dodgy place.
It's great to see you too.,It's so good to see you.,"Hello, Hermione.",Harry. Hagrid.,They're ruining all the school cabbages.,I was looking for Flesh-Eating Slug Repellent.
I definitely need to remember that one.,Oculus Reparo.,What did you do to your glasses?,It's great to see you too.,It's so good to see you.,"Hello, Hermione."
Thank you. Bye.,"Okay, bye.",Right. I'll leave you to it.,"You'll be all right now then, Harry?",I definitely need to remember that one.,Oculus Reparo.
Voldemort killed my parents.,"As, of course, is the wizard who gave it to you.",Your scar is legend.,Forgive me.,Lucius Malfoy. We meet at last.,Mr. Potter.
He was nothing more than a murderer.,Voldemort killed my parents.,"As, of course, is the wizard who gave it to you.",Your scar is legend.,Forgive me.,Lucius Malfoy. We meet at last.
Let's go.,"Come on, Ginny, we'll get you a seat. Hurry.","After you, dear.",Okay.,"Fred, George, Percy, you first.",Oh dear! The train'll be leaving any moment!
Sorry.,What do you two think you're doing?,Let's go.,"Come on, Ginny, we'll get you a seat. Hurry.","After you, dear.",Okay.
Lost control of the trolley.,Sorry.,What do you two think you're doing?,Let's go.,"Come on, Ginny, we'll get you a seat. Hurry.","After you, dear."
Why can't we get through?,Lost control of the trolley.,Sorry.,What do you two think you're doing?,Let's go.,"Come on, Ginny, we'll get you a seat. Hurry."
The train leaves at exactly 11:00.,The gateway has sealed itself for some reason.,I don't know.,Why can't we get through?,Lost control of the trolley.,Sorry.
We've missed it.,The train leaves at exactly 11:00.,The gateway has sealed itself for some reason.,I don't know.,Why can't we get through?,Lost control of the trolley.
Maybe we should just go and wait by the car.,"Harry, if we can't get through maybe Mum and Dad can't get back.",We've missed it.,The train leaves at exactly 11:00.,The gateway has sealed itself for some reason.,I don't know.
"Ron, I should tell you most Muggles aren't accustomed to seeing a flying car.",The car.,Maybe we should just go and wait by the car.,"Harry, if we can't get through maybe Mum and Dad can't get back.",We've missed it.,The train leaves at exactly 11:00.
"Come on, then. Let's go lower.","Oh, no! The Invisibility Booster must be faulty.","Aaa, Right.","Ron, I should tell you most Muggles aren't accustomed to seeing a flying car.",The car.,Maybe we should just go and wait by the car.
We need to find the train.,"Come on, then. Let's go lower.","Oh, no! The Invisibility Booster must be faulty.","Aaa, Right.","Ron, I should tell you most Muggles aren't accustomed to seeing a flying car.",The car.
All we need to do is catch up with the train.,Okay.,We need to find the train.,"Come on, then. Let's go lower.","Oh, no! The Invisibility Booster must be faulty.","Aaa, Right."
Do you hear that?,We can't be far behind.,All we need to do is catch up with the train.,Okay.,We need to find the train.,"Come on, then. Let's go lower."
Hold on.,We must be getting close.,Do you hear that?,We can't be far behind.,All we need to do is catch up with the train.,Okay.
Aaaaaaahhhh!,Hold on.,We must be getting close.,Do you hear that?,We can't be far behind.,All we need to do is catch up with the train.
I'm trying. Your hand's all sweaty.,Hold on!,Take my hand!,Hold oonnn!!!,Haaaarryyy!,Aaaaaaahhhh!
I think we found the train.,I'm trying. Your hand's all sweaty.,Hold on!,Take my hand!,Hold oonnn!!!,Haaaarryyy!
Up! Up!,Welcome home.,Yeah.,I think we found the train.,I'm trying. Your hand's all sweaty.,Hold on!
"Up! Ron, mind that tree!",It's not working!,Up! Up!,Welcome home.,Yeah.,I think we found the train.
Aaahhh! Aaah!,"Up! Ron, mind that tree!",It's not working!,Up! Up!,Welcome home.,Yeah.
Be thankful it's not your neck.,My wand. Look at my wand.,Stop! Stop! Stop!,Aaahhh! Aaah!,"Up! Ron, mind that tree!",It's not working!
I don't know.,What's happening?,Be thankful it's not your neck.,My wand. Look at my wand.,Stop! Stop! Stop!,Aaahhh! Aaah!
"Come on, go! Fast!",I don't know.,What's happening?,Be thankful it's not your neck.,My wand. Look at my wand.,Stop! Stop! Stop!
