response,context/0,context/1,context/2,context/3,context/4
....yeah... what else?,OK.  I'm in my apartment...,"Why not? Come on! Just, just close your eyes and tell me what you'd like to be doing right now.",Please be kidding.,What's the big deal? You just say what you want to do to her. Or what you want her to do to you. Or what you think other people might be doing to each other. I'll tell you what. Just try something on me.,"Shut up! It was nice. I just... I don't think I'm the dirty-talking kind of guy, you know?"
"Alright, look, I'll start, OK?","That's it. I'm in my apartment, you're not there, we're not having this conversation.",....yeah... what else?,OK.  I'm in my apartment...,"Why not? Come on! Just, just close your eyes and tell me what you'd like to be doing right now.",Please be kidding.
"Come on. Come on. Alright, ready, look!  Oh... Ross.... you get me so hot. I want your lips on me now.","Joey, please.","Alright, look, I'll start, OK?","That's it. I'm in my apartment, you're not there, we're not having this conversation.",....yeah... what else?,OK.  I'm in my apartment...
"Alright, now you say something.",Wow.,"Come on. Come on. Alright, ready, look!  Oh... Ross.... you get me so hot. I want your lips on me now.","Joey, please.","Alright, look, I'll start, OK?","That's it. I'm in my apartment, you're not there, we're not having this conversation."
"Come on! You like this woman, right?",I... ahem... I really don't think so.,"Alright, now you say something.",Wow.,"Come on. Come on. Alright, ready, look!  Oh... Ross.... you get me so hot. I want your lips on me now.","Joey, please."
"You want to see her again, right?",Yeah.,"Come on! You like this woman, right?",I... ahem... I really don't think so.,"Alright, now you say something.",Wow.
"Well if you can't talk dirty to me, how're you going to talk dirty to her? Now tell me you want to caress my butt!",Sure.,"You want to see her again, right?",Yeah.,"Come on! You like this woman, right?",I... ahem... I really don't think so.
"Alright, alright. I'm around. Go ahead.","OK, turn around.  I just don't want you staring at me when I'm doing this.","Well if you can't talk dirty to me, how're you going to talk dirty to her? Now tell me you want to caress my butt!",Sure.,"You want to see her again, right?",Yeah.
There you go! Keep going. Keep going!,"Ahem... I want.... OK, I want to... feel your... hot, soft skin with my lips.","Alright, alright. I'm around. Go ahead.","OK, turn around.  I just don't want you staring at me when I'm doing this.","Well if you can't talk dirty to me, how're you going to talk dirty to her? Now tell me you want to caress my butt!",Sure.
Say it... say it!,....and....,I want to take my tongue... and...,"I, er...",There you go! Keep going. Keep going!,"Ahem... I want.... OK, I want to... feel your... hot, soft skin with my lips."
You're not going to believe this!,Funny story!,....with??,...run it all over your body until you're... trembling with... with...,Say it... say it!,....and....
"Hey Chandler, while you were sleeping that guy from your old job called again.",It's OK. It's OK. I was always rooting for you two kids to get together.,You're not going to believe this!,Funny story!,....with??,...run it all over your body until you're... trembling with... with...
"And again, and again, and again...  And again.",Again?,"Hey Chandler, while you were sleeping that guy from your old job called again.",It's OK. It's OK. I was always rooting for you two kids to get together.,You're not going to believe this!,Funny story!
What a tool!,Hey!,"Why? It's just that I've waited seven years for an opportunity like this, and you can't even wait four and a half minutes for a stupid onion tartlet?",Why?,What?,What?
"So, er... how did it go with Celia?",Yeah! You know all those yummy noises? I wasn't faking.,"Look, you'll get there. You're an amazing chef.","I know... it's just... I thought this was, you know... it.",Yeah!,You don't want to work for a guy like that.
"All right, Ross!","Oh, I was unbelievable.","So, er... how did it go with Celia?",Yeah! You know all those yummy noises? I wasn't faking.,"Look, you'll get there. You're an amazing chef.","I know... it's just... I thought this was, you know... it."
Whoa! And the...  huh-huh?,"I was the James Michener of dirty talk. It was the most elaborate filth you have ever heard. I mean, there were characters, plot lines, themes, a motif... at one point there were villagers.","All right, Ross!","Oh, I was unbelievable.","So, er... how did it go with Celia?",Yeah! You know all those yummy noises? I wasn't faking.
You cuddled.,"Well, ahem... you know, by the time we'd finished with all the dirty talk, it was kinda late... and we were both kind of exhausted, so uh...",Whoa! And the...  huh-huh?,"I was the James Michener of dirty talk. It was the most elaborate filth you have ever heard. I mean, there were characters, plot lines, themes, a motif... at one point there were villagers.","All right, Ross!","Oh, I was unbelievable."
"Yeah, where the hell is he?","Maybe, but shouldn't we wait for Chandler?",You guys wanna try and catch a late movie or something?,"Yeah, which was nice.",You cuddled.,"Well, ahem... you know, by the time we'd finished with all the dirty talk, it was kinda late... and we were both kind of exhausted, so uh..."
"Theres the waitress. Excuse me, Miss. Hello, Miss?","This is unbelievable. Its been like a half an hour. If this was a cartoon, youd be looking like a ham right about now.",There you go!,Aaaaahhh!!,What about this?,No.
"No, no... how come you are working here?","Yeah, um, I was over there, then you said, Excuse me, hello Miss, so now Im here.","Wait, wait! Wh-what are you doing here?","Hi. Okay, will that be all?",Its Phoebe! Hi!,"Theres the waitress. Excuse me, Miss. Hello, Miss?"
"No, no, no!",Yeah. Okay great. Im gonna be over here.,Can we start over?,"Right, yeah, cause its close to where I live, and the aprons are really cute.","No, no... how come you are working here?","Yeah, um, I was over there, then you said, Excuse me, hello Miss, so now Im here."
Im sayin I see a difference.,"All right, now look at her and tell me she doesnt look exactly like her sister.",Ive never done that.,"And then, like three days in a row he got to the newspaper before I did, and peed all over the crossword.","No, yeah, Ive done that.","I dont know whether hes testing me, or just acting out, but my monkey is out of control. But, he keeps erasing the messages on my machine, supposedly by accident."
I dont care. Phoebes Phoebe. Ursulas... hot!,Theyre twins!,Im sayin I see a difference.,"All right, now look at her and tell me she doesnt look exactly like her sister.",Ive never done that.,"And then, like three days in a row he got to the newspaper before I did, and peed all over the crossword."
Yeah.,"You know that thing, when you and I talk to each other about things?",I dont care. Phoebes Phoebe. Ursulas... hot!,Theyre twins!,Im sayin I see a difference.,"All right, now look at her and tell me she doesnt look exactly like her sister."
"Hey Pheebs, guess who we saw today.",Hey guys! Hey!,Lets not do that any more.,Yeah.,"You know that thing, when you and I talk to each other about things?",I dont care. Phoebes Phoebe. Ursulas... hot!
Nope.,"Ooh, ooh, fun! Okay... um, Liam Neeson.","Hey Pheebs, guess who we saw today.",Hey guys! Hey!,Lets not do that any more.,Yeah.
Nope.,Morly Safer.,Nope.,"Ooh, ooh, fun! Okay... um, Liam Neeson.","Hey Pheebs, guess who we saw today.",Hey guys! Hey!
Not from where I was standin.,"Hmmm? Yeah. So, um, is she fat?","Oh, you do? Because she said you guys havent talked in like years.","Rifts. Yeah, I know.","Yeah, yeah, she works over at that place, uh...","Oh, really."
"I went back to Riffs. I think Ursula likes me. All I ordered was coffee, she brought me a tuna meltt and four plates of curly fries.","Hey, where you been?","Well, someone was supposed to write Rach, take down the lights and put it on the re... frigerate...  How long has that been there?","Ah no, you see, someone was supposed to take them down around New Years... but obviously someone forgot.","So tell me something, is leaving the Christmas lights up part of your plan to keep us merry all year long?",How did he do this?
She is so hot!,Score.,"I went back to Riffs. I think Ursula likes me. All I ordered was coffee, she brought me a tuna meltt and four plates of curly fries.","Hey, where you been?","Well, someone was supposed to write Rach, take down the lights and put it on the re... frigerate...  How long has that been there?","Ah no, you see, someone was supposed to take them down around New Years... but obviously someone forgot."
Pheebs?,"Yeah, listen. Okay, before you do anything Joey-like, you might wanna run it by err...",She is so hot!,Score.,"I went back to Riffs. I think Ursula likes me. All I ordered was coffee, she brought me a tuna meltt and four plates of curly fries.","Hey, where you been?"
You think it would be okay if I asked out your sister?,Yeah?,Pheebs?,"Yeah, listen. Okay, before you do anything Joey-like, you might wanna run it by err...",She is so hot!,Score.
"So that if we went out on a date, shed be there.",Why? Why would you wanna... do that?  Why?,You think it would be okay if I asked out your sister?,Yeah?,Pheebs?,"Yeah, listen. Okay, before you do anything Joey-like, you might wanna run it by err..."
"Cool, thanks.","Well, I mean, Im not my sisters, you know, whatever, and um... I mean, its true, we were one egg, once, but err, you know, weve grown apart, so, um... I dont know, why not? Okay.","So that if we went out on a date, shed be there.",Why? Why would you wanna... do that?  Why?,You think it would be okay if I asked out your sister?,Yeah?
Hey.,"Oh, well, that shouldnt be so hard, now that youre dating.  Sweetheart, youre fired, but how bout a quickie before I go to work?","Im just trying to find the right moment, you know?","Congratulations, I think youve found the worlds thinnest argument.","Well, you still havent taken down the Christmas lights.",I cant believe you. You still havent told that girl she doesnt have a job yet?
"Phoebe, could you do me a favour? Could you try this on? I just wanna make sure it fits.",Well try to keep it down.,Goodbye Mr.Heckles.,I could have cats.,You dont even have cats.,I can hear you through the ceiling. My cats cant sleep.
"Oh, no no no. Its for Ursula. I just figured, you know, size-wise.","Ooh, my first birthday present...  ..oh, this is really...","Phoebe, could you do me a favour? Could you try this on? I just wanna make sure it fits.",Well try to keep it down.,Goodbye Mr.Heckles.,I could have cats.
Yep. Ice Capades.,Are you seein her again tonight?,"Ohhh... Sure, yeah...  ..okay, it fits.","Oh, no no no. Its for Ursula. I just figured, you know, size-wise.","Ooh, my first birthday present...  ..oh, this is really...","Phoebe, could you do me a favour? Could you try this on? I just wanna make sure it fits."
"I dont know. I like her, you know. Shes different. Theres uh, somethin about her.","Wow, this is serious. Ive never known you to pay money for any kind of capade.",Yep. Ice Capades.,Are you seein her again tonight?,"Ohhh... Sure, yeah...  ..okay, it fits.","Oh, no no no. Its for Ursula. I just figured, you know, size-wise."
"Hey, Phoebe, I asked you, and you said it was okay.","That you like,  we get it. You like her. Great!","I dont know. I like her, you know. Shes different. Theres uh, somethin about her.","Wow, this is serious. Ive never known you to pay money for any kind of capade.",Yep. Ice Capades.,Are you seein her again tonight?
Okay... Well maybe now Im not okay with it not being okay.,"Alright, well, maybe now its not okay.","Hey, Phoebe, I asked you, and you said it was okay.","That you like,  we get it. You like her. Great!","I dont know. I like her, you know. Shes different. Theres uh, somethin about her.","Wow, this is serious. Ive never known you to pay money for any kind of capade."
Out.,Wherere you going?,"You know, Ross, some scientists are now saying that, that monkeys and babies are actually different.","Aw, how can you say that? I cant even get Marcel to stop eating the bath mat. How am I gonna raise a kid?","Oh, youre gonna be great!","I always knew I was havin a baby, I just never realised the baby was having me."
Yes.,With?,Out.,Wherere you going?,"You know, Ross, some scientists are now saying that, that monkeys and babies are actually different.","Aw, how can you say that? I cant even get Marcel to stop eating the bath mat. How am I gonna raise a kid?"
"Well, not that its any of your business, but, no, we havent, okay?","Have you two, you know... like... you know... you know... yet?","Alright, could I just ask you one question?",Yes.,With?,Out.
"You meant sex, right?","Well, not that its any of your business, but, no, we havent, okay?","Have you two, you know... like... you know... you know... yet?","Alright, could I just ask you one question?",Yes.,With?
That's nice.,I had a dream last night where I was playing football with my kid.,You are an idiot. .,I put mine.,Why?,Thank you. Thank you. I love you.
Tampa Bay's got a terrible team.,"No, no, with him.  I'm on this field, and they, they hike me the baby... and I, I know I've gotta do something 'cause the Tampa Bay defence is comin' right at me.",That's nice.,I had a dream last night where I was playing football with my kid.,You are an idiot. .,I put mine.
He should take the sack?,What are you crazy? That's a baby!,"Right, but, it is just me and the baby, so I'm thinkin' they can take us. And so I uh, hah-hah, I just heave it down field.",Tampa Bay's got a terrible team.,"No, no, with him.  I'm on this field, and they, they hike me the baby... and I, I know I've gotta do something 'cause the Tampa Bay defence is comin' right at me.",That's nice.
"Yeah, Ross. You and the baby just need better blocking.","Hey, you're gonna be fine. You're one of the most caring, most responsible men in North America. You're gonna make a great dad.","Anyway, suddenly I'm down field, and I realise that I'm the one who's supposed to catch him, right? Only I know there is no way I'm gonna get there in time, so I am running, and running, and that, that is when I woke up. See I, I am so not ready to be a father.",He should take the sack?,What are you crazy? That's a baby!,"Right, but, it is just me and the baby, so I'm thinkin' they can take us. And so I uh, hah-hah, I just heave it down field."
"Oh, have either one of you guys ever been to the Rainbow Room? Is it real expensive?","Yeah, Ross. You and the baby just need better blocking.","Hey, you're gonna be fine. You're one of the most caring, most responsible men in North America. You're gonna make a great dad.","Anyway, suddenly I'm down field, and I realise that I'm the one who's supposed to catch him, right? Only I know there is no way I'm gonna get there in time, so I am running, and running, and that, that is when I woke up. See I, I am so not ready to be a father.",He should take the sack?,What are you crazy? That's a baby!
I'm takin' Ursula tonight. It's her birthday.,"Well, only if you order stuff.","Oh, have either one of you guys ever been to the Rainbow Room? Is it real expensive?","Yeah, Ross. You and the baby just need better blocking.","Hey, you're gonna be fine. You're one of the most caring, most responsible men in North America. You're gonna make a great dad.","Anyway, suddenly I'm down field, and I realise that I'm the one who's supposed to catch him, right? Only I know there is no way I'm gonna get there in time, so I am running, and running, and that, that is when I woke up. See I, I am so not ready to be a father."
When's that?,Wo-wo-whoa. What about Phoebe's birthday?,I'm takin' Ursula tonight. It's her birthday.,"Well, only if you order stuff.","Oh, have either one of you guys ever been to the Rainbow Room? Is it real expensive?","Yeah, Ross. You and the baby just need better blocking."
"Oh, man. What're the odds of that happening?",Tonight.,When's that?,Wo-wo-whoa. What about Phoebe's birthday?,I'm takin' Ursula tonight. It's her birthday.,"Well, only if you order stuff."
"What can I do? Look, I don't want to do anything to screw it up with Ursula.",There it is! So what're you gonna do?,You take your time.,"Oh, man. What're the odds of that happening?",Tonight.,When's that?
"Well, if she's my friend, hopefully she'll understand. I mean, wouldn't you guys?",And your friend Phoebe?,"What can I do? Look, I don't want to do anything to screw it up with Ursula.",There it is! So what're you gonna do?,You take your time.,"Oh, man. What're the odds of that happening?"
Hey.,Yes.,"Okay, let me just change.",Thank you.,"Ohhh...  Okay, you were right. You were right! This was just not worth it.",We forgot to sign one of the admissions forms.
Your sister stood me up the other night.,Trouble?,Hi.,Hey!,Hey.,Yes.
"I've been trying for two days. When I called the restaurant, they said she was too busy to talk. I can't believe she's blowin' me off.",Well did you try calling her?,"Oh, no. Don't you hate it when people aren't there for you?",Your sister stood me up the other night.,Trouble?,Hi.
Urse...,Hey.,Hi.,Hi.,Oh.,Monica.
"..ah, what're you doing here? I've been trying to call you.",Urse...,Hey.,Hi.,Hi.,Oh.
"No, no, no, don't say listen. I know that listen. I've said that listen.","Listen, um...","..ah, what're you doing here? I've been trying to call you.",Urse...,Hey.,Hi.
I don't get it. What happened? What about everything you said under the bridge?,I'm sorry.,"No, no, no, don't say listen. I know that listen. I've said that listen.","Listen, um...","..ah, what're you doing here? I've been trying to call you.",Urse...
You don't drink.,"You know you, you should just forget about what I said under the bridge, I was talkin' crazy that night, I was so drunk!",I don't get it. What happened? What about everything you said under the bridge?,I'm sorry.,"No, no, no, don't say listen. I know that listen. I've said that listen.","Listen, um..."
"Oh, Urse...","That's right, I don't... But I was, I was drunk on you!",You don't drink.,"You know you, you should just forget about what I said under the bridge, I was talkin' crazy that night, I was so drunk!",I don't get it. What happened? What about everything you said under the bridge?,I'm sorry.
Why? Is it because I'm friends with Phoebe?,"Okay, yeah, so it's not gonna work.","Oh, Urse...","That's right, I don't... But I was, I was drunk on you!",You don't drink.,"You know you, you should just forget about what I said under the bridge, I was talkin' crazy that night, I was so drunk!"
"no. No, I, I couldn't do that.","If it was, would you stop hanging out with her?",Why? Is it because I'm friends with Phoebe?,"Okay, yeah, so it's not gonna work.","Oh, Urse...","That's right, I don't... But I was, I was drunk on you!"
"Then, uh, then I'm sorry.","Um, then yes, it's 'cause of Phoebe! So, you know, it's either her or me.","no. No, I, I couldn't do that.","If it was, would you stop hanging out with her?",Why? Is it because I'm friends with Phoebe?,"Okay, yeah, so it's not gonna work."
I know...,"You're gonna be really, really hard to get over.","Then, uh, then I'm sorry.","Um, then yes, it's 'cause of Phoebe! So, you know, it's either her or me.","no. No, I, I couldn't do that.","If it was, would you stop hanging out with her?"
"I don't know whether it's just 'cause we're breakin' up or... what, but you have never looked so beautiful.",I know...,"You're gonna be really, really hard to get over.","Then, uh, then I'm sorry.","Um, then yes, it's 'cause of Phoebe! So, you know, it's either her or me.","no. No, I, I couldn't do that."
Pheebs?,Really?,"I don't know whether it's just 'cause we're breakin' up or... what, but you have never looked so beautiful.",I know...,"You're gonna be really, really hard to get over.","Then, uh, then I'm sorry."
We just got the message.,He looks so tiny.,Pheebs?,Really?,"I don't know whether it's just 'cause we're breakin' up or... what, but you have never looked so beautiful.",I know...
"Hola, amigos!","Hola, Joey!",Ewww!,"Mira, mira, el viejo desnudo est haciendo el hula hoop!",Pudo aver sido General Tso!,A quin pidio el pollo General Tso?
"Oh no, I'm sure the Xerox machine caught a few.","Oh my Goood! Oh, do you think it's on all of them?","Uh, nothing, I'm sure they'll be impressed with your excellent compuper skills.","Uh... yeah, why?","Rach, did you proofread these?","Hey, look, you guys, I'm going for anything here, OK? I cannot be a waitress anymore, I mean it. I'm sick of the lousy tips, I'm sick of being called 'Excuse me...'"
Shut up!,OK.,"We're fine, we're fine.",Hi! How are you?,"Look, I am totally, totally over her, OK, I just... : Hiiii!","Dee, the sarcastic sister from Whats Happening."
Thank you.,Uhhhh... Joey cried last night.,What?,We're notwe're not saying anything.,Shut up!,OK.
"There was chocolate on the three. It looked like an eight, alright?","We were playing poker, alright...",Thank you.,Uhhhh... Joey cried last night.,What?,We're notwe're not saying anything.
"Yeah, we just don't happen to know any women that know how to play poker.",There just don't happen to be any women in our games.,"Oh, OK, so then what is it? Some kind of... you know, like, like... some kind of, y'know, like... alright, what is it?","No, women are welcome to play.","Yeah, what is that? Like, some kind of guy thing? Like, some kind of sexist guy thing? Like it's poker, so only guys can play?","Well, now, how come you guys have never played poker with us?"
"Whoa, whoa, whoa, Monica, what're you doin'? This is a poker game. You can't serve food with more than one syllable. It's gotta be like chips, or dip, or pretz...",OOooooo!,"Alright, here we go. We've got salmon roulettes and assorted crudites.","Oh, you're...","Oh, no-no-no-no-no-no, that's OK, I don't need them. I'm going for fours.","No, no. Uh... no, see, uh, you-you can't do that."
About what?,": Oh I see, so then, you were lying.","Dammit, dammit, dammit!","OK, alright, last minute lesson, last minute lesson.  Alright babe, deal the cards.","But... I'm ready, so, just deal.","Alright, now, you sure? Phoebe just threw away two jacks because they didn't look happy..."
Heh... I was bluffing.,About how good your cards were.,About what?,": Oh I see, so then, you were lying.","Dammit, dammit, dammit!","OK, alright, last minute lesson, last minute lesson.  Alright babe, deal the cards."
"You know what, you guys? It's their first time, why don't we just forget about the money, alright?",Oh. Right.,"The game, Rachel, the game. You owe us money for the game.","The... Jamestown colony of Virginia. You see, King George is giving us the land, so...",Settle what?,"Rach, Rach, we gotta settle."
...Yeah?,"Look, Rachel, this is poker. I play to win, alright? In order for me to win, other people have to lose. So if you're gonna play poker with me, don't expect me to be a 'nice guy,' OK? Cause once those cards are dealt...","Yes, and I get my ya-yas from Ikea. You have to put them together yourself, but they cost a little less.",...Yeah.,": So basically, you get your ya-yas by taking money from all of your friends.",Well that's fine with me. Could use the money.
"No, I don't think so, see Ross, because I think you love her.","You are way off, pal.","Oh, come on. What was with that whole Black Bart speech? : When I play poker, I'm not a nice guy!",You still on that?,"Oh, did you get that from the 'I Love Rachel' pizzeria?","Alright boys, let's eat."
"Alright now listen, you guys, we talked about it, and if you don't want to play, we completely understand.","OK, great. You'll tell us and we'll laugh. Let's play poker.","Oh God, oh, and then she told the funniest story...",That's great! That's wonderful!,"Noooo... the interview! She loved me! She absolutely loved me. We talked for like two and a half hours, we have the same taste in clothes, andoh, I went to camp with her cousin... And, oh, the job is perfect. I can do this. I can do this well!","Um, ok... the... the fifth dentist caved and now they're all recommending Trident?"
"But hey, thanks for teachin' us Cross-Eyed Mary. You guys, we gotta play that at our regular game.","So, Phoebs owes 7.50, Monica, you owe 10, and Rachel, you owe fifteen big ones.",Alright...,Alright.,"No, no, thats OK. Y'know, I think I'm gonna give it a go.","Uh, Rach, do you want me to shuffle those?"
What?,"Alright, here's my 7.50.  But I think you should know that this money is cursed.","But hey, thanks for teachin' us Cross-Eyed Mary. You guys, we gotta play that at our regular game.","So, Phoebs owes 7.50, Monica, you owe 10, and Rachel, you owe fifteen big ones.",Alright...,Alright.
"Alright, well, I'm gonna order a pizza.",I want to go to the bathroom.,"Do you want to go to the bathroom, or do you wanna play poker?",Uh... to the bathroom.,"Excuse me, where are you going?","Right, OK, serious poker."
That's fine. I'll just have a Tic-Tac to hold me over.,"Oh no-no-no-no-no, I'm still waiting to hear from that job and the store closes at nine, so you can eat then.","Alright, well, I'm gonna order a pizza.",I want to go to the bathroom.,"Do you want to go to the bathroom, or do you wanna play poker?",Uh... to the bathroom.
Uh... Phoebe? Phoebe?,"Hey, that's... that's 'joincidence' with a 'C'!","You guys, you know what I just realized? 'Joker' is 'poker' with a 'J.' Coincidence?","Your fly is open, Geller.","Alright. : Your money's mine, Green.",.... or no.
"Me too. Alright, whattaya got.",Me too.,I'm in.,Yeah. Um... I'm out.,Uh... Phoebe? Phoebe?,"Hey, that's... that's 'joincidence' with a 'C'!"
"Ahhh, I fold like a cheap hooker who got hit in the stomach by a fat guy with sores on his face.  Oh, I'm out.","OK Joey, your bet.",I hate this game!,"Monica, in or out?",I couldn't be inner. Monica?,"Ha, I made you look...."
"Look, Rachel, we don't have to do this.","Yeah.......OK. Where were we? Oh, OK... five card draw, uh... jacks or better... nothing wild, everybody ante.","Y'know, there's gonna be lots of other stuff.","Sorry, Rach.","Barbara! Hi, how are you?",It's about the job.
Check.,"Alright, check.","Yes, we do.","Look, Rachel, we don't have to do this.","Yeah.......OK. Where were we? Oh, OK... five card draw, uh... jacks or better... nothing wild, everybody ante.","Y'know, there's gonna be lots of other stuff."
"That's OK, Ross, you can ask me. What?",": Joey, I'm a little shy.",...teen!,": I saw your twenty-five, and I raise you... seven.","OK, here you go. Good luck.","OK, then get me your purse."
"Here, I got five, I got five.","Alright, here's ten.",Fifteen.,": What do you need, what do you need?","That's OK, Ross, you can ask me. What?",": Joey, I'm a little shy."
": Ahhh, that's alright. Y'know, that's a tough hand to beat.",You got me.,Full house.,": OK, I am calling your seventeen. What do you got?",Good luck.,Thank you.
Oh!,Bye... bye... BIRDIE.,"Oh, time's up.",Airplane! Airport! Airport '75! Airport '77! Airport '79!,"Oh, well, when you don't have the cards, you don't have the cards, you know.",: I thought we had them!
The Unbearable Likeness of Being!,Uh.... bean! Bean!,Go.,"OK, OK, it's my turn.",That's a bird!,That's a bird?
Suck-fest.,So good!,Wonderful!,"Hi, how was the movie?",...Gets interrupted. Hi!,Hi.
"Hey, I don't need violence to enjoy a movie. Just so long as there's a little nudity.","I-I'm sorry it wasn't one of those movies with, like, y'know, guns and bombs and, like, buses going really fast...",Toootal chick-flick.,Suck-fest.,So good!,Wonderful!
I meant female nudity. Alright? I don't need to see Lou Grant frolicking.,There was nudity!,"Hey, I don't need violence to enjoy a movie. Just so long as there's a little nudity.","I-I'm sorry it wasn't one of those movies with, like, y'know, guns and bombs and, like, buses going really fast...",Toootal chick-flick.,Suck-fest.
"I agree. I'm, like, in disbelief.",I can't believe we are even having this discussion.,"'Pwease, Aunt Monica, pwease?' Oh, unclench. You're not even gonna be there.","Oh, hang on, hang on. Does Aunt Monica get a say in this?","That's right, you're gonna spend tomorrow at Aunt Rachel's, aren't you.",And I will see you tomorrow!
She really said that?,"I'm telling you, she said she's looking for a relationship with someone exactly like me.","I mean, don't you think if things were gonna happen with Rachel, they would've happened already?","I agree. I'm, like, in disbelief.",I can't believe we are even having this discussion.,"'Pwease, Aunt Monica, pwease?' Oh, unclench. You're not even gonna be there."
'Tonight' tonight?,"Well, I added the 'exactly like me' part... But she said she's looking for someone, and someone is gonna be there tonight.",She really said that?,"I'm telling you, she said she's looking for a relationship with someone exactly like me.","I mean, don't you think if things were gonna happen with Rachel, they would've happened already?","I agree. I'm, like, in disbelief."
How could you lose him?,"Now, now the one in the feather boa, that's Dr. Francis. Now, she used to be a man. Okay, now look, see, there's Raven. We hate her. We're glad she's dying. Okay-","Hey, y'know what you should do? You should take her back to the 1890's, when that phrase was last used.","Anyway, I figured after work I'd go pick up a bottle of wine, go over there and, uh, try to woo her.",I can't remember the last time I got a girl to take care of my monkey.,"Well, I think it's perfect. Y'know, it's just gonna be the two of us, she spent all day taking care of my monkey..."
Alright alright. You're a monkey. You're loose in the city. Where do you go?,"C'mon, you guys, what're we gonna do, what're we gonna do?","No, which one? The right or left? 'Cause the left one is lucky...",Those cute little black ones I wear all the time.,Which one?,He- he pooped in my shoe.
Marcel?,Marcel?,Dun-dun-duuuur! Sorry.,"I could... but I won't. If I find that monkey, he's mine.","Be that as it may, d'you think you could just help us out here on that monkey thing? Y'know, just for old times' sake? Go Bobcats?",What?!
Marcel?,Marcel?,Marcel?,Marcel?,Dun-dun-duuuur! Sorry.,"I could... but I won't. If I find that monkey, he's mine."
A monkey.,"Um, we're kind of having an emergency and we-we were looking for something...","Hi, can I help you?",Marcel?,Marcel?,Marcel?
"Um, sure! Did you, uh, did you try turning the knob back the other way?","No. No, haven't seen a monkey. Do you know anything about fixing radiators?",Yes have you seen any?,A monkey.,"Um, we're kind of having an emergency and we-we were looking for something...","Hi, can I help you?"
"Oh. Then, no.",Of course.,"Um, sure! Did you, uh, did you try turning the knob back the other way?","No. No, haven't seen a monkey. Do you know anything about fixing radiators?",Yes have you seen any?,A monkey.
"Uh, aren't we kind of in the middle of something here?","Oh, nononowaitwaitwaitnono! Uh... we may not know anything about radiators per se, but we do have a certain amount of expertise in the heating and cooling... mileu.",Just a sec.,Did I put too much rum in here?,"Oh. Then, no.",Of course.
"We can't, alright?  We're sorry. You have no idea how sorry, but... We promised we'd find this monkey. If you see him, he's about yea high and answers to the name Marcel, so if we could get some pictures of you, you'd really be helping us out.","Yes, but these women are very hot, and they need our help! And they're very hot.","Uh, aren't we kind of in the middle of something here?","Oh, nononowaitwaitwaitnono! Uh... we may not know anything about radiators per se, but we do have a certain amount of expertise in the heating and cooling... mileu.",Just a sec.,Did I put too much rum in here?
Marcel?,"Okay, from now on, you don't get to talk to other people.","We can't, alright?  We're sorry. You have no idea how sorry, but... We promised we'd find this monkey. If you see him, he's about yea high and answers to the name Marcel, so if we could get some pictures of you, you'd really be helping us out.","Yes, but these women are very hot, and they need our help! And they're very hot.","Uh, aren't we kind of in the middle of something here?","Oh, nononowaitwaitwaitnono! Uh... we may not know anything about radiators per se, but we do have a certain amount of expertise in the heating and cooling... mileu."
"I dunno, I loved high school. Y'know? It was just four years of parties and dating and sex.","Well, high school was not my favourite time.",Eh. I thought that was an alp.,That's because I'm in front of them.,Nope.,This is me in The Sound of Music. See the von Trapp kids?
"No way! Mr.Salty is a sailor, all right, he's got to be, like, thetoughest snack there is.",I can't believe you would actually say that. I would much rather be Mr.Peanut than Mr.Salty.,Oh. Oooh! Ooh! Ooh!  Ooh! My butt cheek is waking up! Oooh! Ooh!,"Gosh, doesn't it seem like a million years ago?","Yeah, well I went to boarding school with four hundred boys. Any sex I had would've involved a major lifestyle choice.","I dunno, I loved high school. Y'know? It was just four years of parties and dating and sex."
"Oh, yeah. Yeah. Let her dangle.","Let her know I like her? What are you, insane?  I'm right, right?",So have you called her yet?,"I am telling you, years from now, schoolchildren will study it as one of the greatest first dates of all time. It was unbelievable! We could totally be ourselves, we didn't have to play any games...","How can people do that?...  Oh, you guys, look! Ugly Naked Guy got gravity boots!",I feel violated. And not in a good way.
Her answer machine?,"Which, by the way, is the real San Francisco treat.  I got her machine.","Oh, God, just do it!  Call her! Stop being so testosteroney!",I can't believe my parents are actually pressuring me to find one of you people.,"Oh, yeah. Yeah. Let her dangle.","Let her know I like her? What are you, insane?  I'm right, right?"
"Duh, where've you been?","Rachel, what's going on? I mean isn't this the same Barry who you left at the altar?","That's, that's nice twice!","Right,.. well,.. we never actually got to that... Oh, it was just so nice to see him again, y'know? It was comfortable, it was familiar... it was just nice!","That's nice... now, was that before or after you told him to stop calling, stop sending you flowers and to generally leave you alone, hmm?","Then we took a walk down to Bendall's, and I told him not to, but he got me a little bottle of Chanel..."
"Man, we gotta do something about that guy. This morning, I caught him looking into our apartment. It creeps me out! I feel like I can't do stuff!","Great, now he's waving back.",Oh my God!  Stop looking in here!,"Look look! He's doing it again, the guy with the telescope!","Oh, uh.. I want her to think I might be in a restaurant.. y'know? I might have some kind of life, like I haven't been sitting around here honing for the past few hours.",What was with the dishes?
