episode,line,character
02x03,"Hey, Marshall.",Ted
02x03,Hey.,Robin
02x03,Hey. How are you feeling? You looked kind of feverish last night.,Lily
02x03,"Oh, no, I actually feel great. It is kind of warm in here, though, isn't it?",Marshall
02x03,"Oh, I don't know, if anything, it's kind of...  What are you doing?",Lily
02x03,"Oh, nothing. Nothing at all. I'm just making myself feel a little bit more... comfortable.  Oh. Oh, yes. I've been doing all these toe lifts lately, and so... My calves have really been cramping up.",Marshall
02x03,Take off your dress.,Marshall
02x03,Take off the rest of your pants.,Lily
02x03,I really wasn't expecting that to happen.,Lily
02x03,"Yeah, me neither. It kind of complicates things, doesn't it?",Marshall
02x03,"Yeah, it does. Why did you have to throw your magnificent calves at me? You know you have a punter's leg.",Lily
02x03,"Well, why did you have to throw your beautiful boobs at me? You know you have... boobs.",Marshall
02x03,"Just admit it, you came here trying to seduce me.",Lily
02x03,Seduce you? You seduced me.,Marshall
02x03,You sat down next to me and took most of your pants off.,Lily
02x03,You went to San Francisco for three months.,Marshall
02x03,How is that seducing you?,Lily
02x03,"Well, it's not but I'm still mad about it.",Marshall
02x03,"All right, that's it - I want The Beatles Anthology.",Lily
02x03,"Oh, well, that's too bad. I'm keeping it! And you know the U2 box set I gave you? Look inside - all Dave Matthews.",Marshall
02x03,You are evil.,Lily
02x03,Smile!,The waitress 
02x03,I'm going to kll him.,Ted
02x03,I can't say I blame you.,Barney
02x03,"No, I mean I'm seriously going to kll him.",Ted
02x03,Now let's talk about the Barney part of the story.,Ted from 2030
02x03,"This was going to be Robin's first time meeting my parents, so we were both a little nervous.","The previous day, at the apartment.Ted from 2030"
02x03,"Barney, what are you doing here?",Ted
02x03,Uh... I'm here to meet your parents. They must be dying to meet me after all the legendary Barney stories you've told them.,Barney
02x03,I haven't told them any legendary Barney stories.,Ted
02x03,What?,Barney
02x03,"Barney, here is a list of all the things I talk with my dad about: baseball.",Ted
02x03,But I'm your best friend.,Barney
02x03,"Well, actually Marshall's my...",Ted
02x03,I'm the most important person in your life.,Barney
02x03,"Well, Robin's actually...",Ted
02x03,How could your parents not know about me? I'm delightful.,Barney
02x03,"To us, sure, in very small, infrequent doses. I mean, come on, you're not exactly the kind of friend parents want their kid to have.",Robin
02x03,"Oh, really? Then I guess those shoes aren't the thing you're most wrong about today.",Barney
02x03,"Hey, Mom. Hey, Dad.",Ted
02x03,Ted.,Ted's father
02x03,I know you've all been excited to meet...,Ted
02x03,Barney Stinson. An honor to meet the two of you. That needlepoint Bless This Mess pillow you made for Ted - what a stitch. Stitch! Did that just happen?,Barney
02x03,"Uh, Mom, Dad, this is my girlfriend, Robin.",Ted
02x03,Hello.,Ted's father
02x03,Hello.,Robin
02x03,"Oh, it's wonderful to meet you, Robin. Oh, you are so pretty. Isn't she pretty, Al?",Ted's mother
02x03,A real looker.,Ted's father
02x03,"That's funny, I didn't even look in the mirror today. That's not anything, is it? So, I made a reservation at San Marino tonight for 8:00.",Robin
02x03,"San Marino! Oh, you're serious? Yikes. No. We have to try Casa A Pezzi. Best salmon risotto I have ever had.",Barney
02x03,I love salmon risotto.,Ted's mother
02x03,I know.,Barney
02x03,How are we supposed to get a table at Casa A Pezzi? They're booked for weeks.,Robin
02x03,"Well, lucky for you, I happen to know the head waitress, which is ironic because...",Barney
02x03,"Stop it! Don't, don't!",Ted
02x03,"Ironic because we both work at a homeless shelter where I serve the food. Where do you volunteer, Robin?",Barney
02x03,"What's the matter with you? I'm his girlfriend, and I'm not even trying that hard. Way to wreck the curve, kiss-ass.",Robin
02x03,"Robin, I'm his best friend. That's a commitment. Girlfriend? That's like a bad flu. Out of your system after a couple weeks in bed. High five!",Barney
02x03,Can I help?,Ted's mother
02x03,"Yes, you can, Virginia. There's a story behind that broach, and I'm going to hear it.",Barney
02x03,"Well, funny you should ask...",Ted's mother
02x03,"Whoa! Bravo, Barney. Oh, oh oh!",Barney
02x03,"That is my all-time favorite sonata.Barney, you are just delightful.",Ted's mother
02x03,"No, Virginia, you're delightful, I am deligh-ted. And he's just Ted. I'm really not planning these things; they just keep happening.",Barney
02x03,"Whoops. I think I dropped an ice cube down here. Ow, it's so cold.",Lily
02x03,"All right, that's it, I'm out of here. In a minute.",Marshall
02x03,Anyone up for a drink at MacLaren's?,Barney
02x03,"No, I'm kind of tired.",Robin
02x03,"Me, too.",Lily
02x03,"Yeah, I'm sure my folks are gonna want...",Ted
02x03,I feel like I could knock back a few cervezas.,Ted's father
02x03,Cervezas? Did he fall?,Ted
02x03,"I'd join you, too, but I want to get up early for Mass tomorrow.",Ted's mother
02x03,"St. Peter's, 8:45 a.m., it's my favorite service.",Barney
02x03,Wait a minute. You're able to cross the threshold of a church?,Ted
02x03,I'll save you a seat.,Barney
02x03,"Oh, you are just terrific. Isn't he, Susan?",Ted's mother
02x03,Robin.,Robin
02x03,"Susan, her name is Virginia.",Barney
02x03,"Dude, I am sincerely ticked at your dad right now.",Barney
02x03,Why?,Ted
02x03,"Last night, we go to MacLaren's for a drink, right?",Barney
02x03,"So Barney darts back into the burning house, lifts up the refrigerator I'm pinned under and pulls me to safety.",Ted's father 
02x03,Wow. You're like a hero.,Girl
02x03,"Oh, I'm no hero, Wendy. You know who is a hero? My Dalmatian, Smokey. He... didn't... make it out. I'm sorry.",Barney
02x03,"You poor, brave man.",Girl
02x03,Why don't you give the guy a hug?,Ted's father
02x03,I'm... oh. .,Barney
02x03,"My dad was your wingman? This is really messing with my head. Barney, is... Is my dad cool?",Ted
02x03,"I'm not done. So, your dad stays to finish his drink, but I take off because I have to be up early for Mass with your mom.",Barney
02x03,Sure.,Ted
02x03,"Anyway, I realize that I left my phone on the bar, so I come back...",Barney
02x03,"Oh, my God! Is that really...? Oh, my God!",Ted
02x03,I know. Can you believe your dad rack-jacked me like that?,Barney
02x03,"My dad made out with Wendy the waitress? He cheated on my mom? No, that's impossible.",Ted
02x03,"Ted, it's a well-known statistic that 83 of people married longer than six months are seeing someone on the side.",Barney
02x03,"Do you know that when you make up a statistic, you always use 83?",Ted
02x03,"You think I'm lying. Well, have you done any surveys on the subject? Because the good people at www.swingers.open-marriage-is-natural-legalize-polygamy.org have, and they beg to differ.",Barney
02x03,That's not a real Web site.,Ted
02x03,"Oh, and I suppose I didn't get a real T-shirt for running in their 10K.",Barney
02x03,"Hi, Dad.",Ted
02x03,"Hey, Ted. Barney!",Ted's father
02x03,Enjoying your vacation so far?,Ted
02x03,"Oh, yeah.",Ted's father
02x03,"Uh, listen, can I speak to you outside for a sec?",Ted
02x03,Sure.,Ted's father
02x03,So you went out with Barney last night?,Ted
02x03,Yeah.,Ted's father
02x03,You have a good time?,Ted
02x03,"Oh, yeah, yeah. Sorry you couldn't join us.",Ted's father
02x03,Yeah. So...,Ted
02x03,What?,Ted's father
02x03,Well...,Ted
02x03,Well what?,Ted's father
02x03,You think Cerrano's got a shot at the RBI title?,Ted
02x03,"I wanted to confront him, but I couldn't. I guess I got the let's-not-talk-about-anything-uncomfortable gene",Ted
02x03,"Well, you didn't get your dad's close-the-deal gene, that's for sure.",Barney
02x03,Smile!,The waitress 
02x03,I don't care how unpleasant it is. You have to talk to him.,Robin
02x03,Not now.,Ted's mother
02x03,"Okay, if you don't, I will.",Robin
02x03,Robin...!,Ted's mother
02x03,"Okay, now I got to back up all the way to the beginning to tell you the me and Robin part of the story.",Ted from 2030
02x03,We were expecting my parents at any minute.,Ted from 2030
02x03,One last thing about my mom. She grills every single one of my girlfriends about when we're gonna get married and have kids.,Ted
02x03,But this is the first time she's meeting me.,Robin
02x03,Doesn't matter. And you'll know it's coming when she mentions my cousin Stacy: six kids in five years. The woman's basically a ride at a water park.,Ted
02x03,But I don't want to get married and have kids. What am I supposed to say?,Robin
02x03,You know what? You're an adult with perfectly valid opinions. You shouldn't have to apologize for them.,Ted
02x03,I'm gonna lie.,Robin
02x03,I would.,Ted
02x03,Thanks again for letting me have the U2 box set.,Lily
02x03,I know how important it is to you.,Marshall
02x03,I talked to Aunt Caroline the other day. Stacy's pregnant again.,Ted's mother
02x03,"Oh, good for her.",Ted
02x03,"So, dear...",Ted's mother 
02x03,"Oh, boy.",Robin
02x03,Tell us what it's like being a journalist.,Ted's mother
02x03,I'm just not ready.,Robin
02x03,Okay. No pressure.,Ted's mother
02x03,"Oh. Uh, I thought you, um... It's great.",Robin
02x03,"Good. Focus on your job now, because your career clock is ticking. There's time for marriage and kids and all that other stuff later.",Ted's mother
02x03,"Ooh, a piano!",Barney
02x03,"You lucked out with my mom last night, huh? What a relief, right?",Ted
02x03,"Oh, absolutely. Whew, what a relief it is to know I'm the one girlfriend your mom doesn't want you to have kids with.",Robin
02x03,Hooray?,Ted
02x03,"I mean, did she really think that your college girlfriend Cheryl would pop out attractive children? 'Cause I've seen pictures, and, I'm sorry, that girl had a brow ridge like a caveman.",Robin
02x03,"Come on, she was just frowning under direct light. And besides, that's not even what I liked about her. It was her... It's not important.",Ted
02x03,What happened to Marshall and Lily?,Barney
02x03,They've been fighting lately. They're probably off somewhere going at it.,Ted
02x03,More coffee?,Waitress
02x03,"Oh, no, thank you. Isn't she sweet?",Ted's mother
02x03,"Well, if she's so sweet, maybe she should have Ted's babies.",Robin
02x03,Excuse me?,Ted's mother
02x03,Nothing.,Robin
02x03,Just a minute.,Lily
02x03,Maybe less.,Marshall
02x03,"Robin, dear, did I say something to upset you?",Ted's mother
02x03,Why don't you want me to have your grandkids?,Robin
02x03,Do you want to have my grandkids?,Ted's mother
02x03,"No! I mean, I don't know. I just... I want you to want me to want to have your grandkids. And you should. I'm a genetic gold mine. No family history of diabetes or heart disease. Everyone has nonporous teeth and perfect eyesight. I had one schizophrenic uncle but even he had perfect vision. Which was unfortunate for the people around the bell tower he was in, but still he was a very fine man, and...",Robin
02x03,Excuse me. Sorry. Didn't know that there was a line.,Marshall
02x03,"Marshall, your zipper.",Lily
02x03,"Robin, it's not that I don't want grandkids. It's just I don't think anyone should make the mistake of getting married too young.",Ted's mother
02x03,"Why do you say that? I mean, you got married pretty young. That wasn't a mistake. Was it?",Robin
02x03,"Well... Okay, there's something you don't know...",Ted's mother
02x03,Smile!,Waitress
02x03,I wish your face would melt off.,Lily
02x03,I wish your eyeballs would explode.,Marshall
02x03,I'm gonna kll him.,Ted
02x03,"I don't care how unpleasant it is, you have to talk to him.",Robin
02x03,Not now.,Ted's mother
02x03,"Okay, if you don't, I will.",Robin
02x03,Robin...!,Ted's mother
02x03,"Oh, gosh, let me help you pick those up, sweetheart.",Ted's father
02x03,"Sweetheart? Sweetheart?! The only sweetheart in your life should be the woman you married 30 years ago, not the waitress at the bar last night and not this clumsy floozy!  I'm sorry, you're not a floozy. I'm upset, I don't know what I'm saying. But stay away from my dad.",Ted
02x03,"Ted, what are you talking about?",Ted's mother
02x03,"Dad? You, uh, want to tell Mom what happened at the bar last night?",Ted
02x03,Okay. I hooked up with a waitress.,Ted's father
02x03,Oh.,Ted's mother
02x03,Oh?,Ted
02x03,"I mean, oh! Oh! Ooh! We're going to have a serious talk about this when we get home, Al. Oh, ooh!",Ted's mother
02x03,"Serious talk? Mom, what...? He was kissing another woman. Don't you care?",Ted
02x03,Mrs. Mosby?,Robin
02x03,"Ted, we weren't quite sure how to tell you this...",Ted's mother
02x03,Your mother and I are divorced.,Ted's father
02x03,What do you mean you're divorced? Since when?,Ted
02x03,"Oh, gosh, it's been about nine months now.",Ted's mother
02x03,"Closer to ten, I think.",Ted's father
02x03,Time flies.,Ted's mother
02x03,"So ten months ago, you just up and decided to get divorced without telling me?",Ted
02x03,"No, it wasn't a snap decision.",Ted's mother
02x03,We'd been separated almost two years.,Ted's father
02x03,How could you not tell me this?!,Ted
02x03,"We meant to, it just never seemed like the right time.",Ted's mother
02x03,So last Christmas...?,Ted
02x03,"We talked about telling you kids then, but it didn't seem very Christmasy.",Ted's father
02x03,I got you a tandem bike.,Ted
02x03,"Oh, it didn't go to waste. Your mother and Frank ride it all the time.",Ted's father
02x03,Who the hell is Frank?!,Ted
02x03,"Oh, great guy. I actually set them up. You remember Dr. Muchnik. He did your braces.",Ted's father
02x03,"Okay, my head's about to explode, and I don't want to get it all over everyone's waffles, so I am leaving.",Ted
02x03,"Teddy bear, oh...",Ted's mother
02x03,"You know, he mentioned he was divorced last night. I totally spaced on that. Ooh, no line at the omelet station.",Barney
02x03,Lily... I'm sorry that I said all those things.,Marshall
02x03,"Me, too.",Lily
02x03,I just find it really confusing to be around you right now.,Marshall
02x03,It's the same for me. I think we're probably both better off trying to keep some distance for a while.,Lily
02x03,"Yeah, I think you're right. Are you wearing a push-up bra?",Marshall
02x03,Did you Mystic Tan your calves?,Lily
02x03,I withdraw the question.,Marshall
02x03,We're sorry we didn't say anything about the divorce.,Outside.Ted's father
02x03,It was wrong not to tell you.,Ted's mother
02x03,Thank you.,Ted
02x03,"But listen, don't tell your sister.",Ted's father
02x03,It would just upset her.,Ted's mother
02x03,"No, this is ridiculous! We have to start talking about stuff, and not just baseball.",Ted
02x03,Indians won today on a walk-off double.,Ted's father
02x03,"Against the Red Sox? Boy, that's a big win. No. No. No. We're not gonna blow past this. I mean, I don't even know who you people. I don't even know how you met.",Ted
02x03,I never told you how I met your mother?,Ted's father
02x03,No.,Ted
02x03,"Oh, great story. At a bar.",Ted's father
02x03,"That's it? That's what passes for communication in our family? Man, when I have kids, and I tell them how I met their mother, I'm gonna tell them everything, the whole damn story.",Ted
02x03,I think it was an Irish bar.,Ted's father
02x03,"I just, I don't... I don't understand. You seemed so happy. When I was growing up, you seemed so... What happened?",Ted
02x03,We just realized we're very different people.,Ted's father
02x03,"Your father's kind of a head-in-the-clouds romantic, and I'm much more down to earth.",Ted's mother
02x03,So? Robin and I are like that. That doesn't mean anything.,Ted
02x03,I wanted kids. And your mother... also wanted kids.,Ted's father
02x03,Robin and I have different views on families. We're not about to break up because of it.,Ted
02x03,"On some level, I always knew. I didn't even want to go out with him in the beginning. But he spent months badgering me until I finally gave in.",Ted's mother
02x03,"Well, when you don't connect on that many fundamental levels, it's only a matter of time before you realize you're not meant to be together.",Ted's father
02x03,But we love Robin.,Ted's mother
02x03,"Absolutely. Meeting you was the highlight of my trip. Well, second highlight.",Ted's father
02x03,We'll see you inside.,Ted's mother
02x03,Sorry.,Ted's father
02x03,Wow.,Robin
02x03,I know.,Ted
02x03,They love me!,Robin
02x03,So we are definitely going to try and communicate more.,"Back inside, later.Ted's mother"
02x03,"From now on, full disclosure.",Ted's father
02x03,"Good. Good, I think it'll be really good for the family. By the way, how's Grandma? She hasn't returned my last couple calls.",Ted
02x03,I'm gonna get some juice.,Ted's mother
02x03,No. No.,Ted
02x03,You missed a great game last night. Real squeaker.,Ted's father
02x04,"Kids, sometimes your relationship goes so smoothly for so long that you think it will be that way forever. It never is.",Ted from 2030
02x04,"Well, we just had our first fight.",Ted
02x04,We had our first fight.,Robin
02x04,"Oh, no, what'd you fight about? .",Barney
02x04,"A few months ago, my architecture firm was approached to design this new building...",Ted
02x04,It's this big skyscraper in Spokane. It'd be a huge project for his firm.,Robin
02x04,"And if we don't get it, we could go under.",Ted
02x04,"So anyway, the head architect unveils his new design to the whole company.",Robin
02x04,No.,Barney
02x04,Yes.,Ted
02x04,"Well, all skyscrapers kind of look like a...",Marshall
02x04,"Marshall, it's a 78-story pink marble tower with a rounded top and two spherical entryways at the front.",Ted
02x04,"Wow, so it's the whole package.",Marshall
02x04,"Yeah, you did.",Barney
02x04,Had to.,Marshall
02x04,"Oh, dude, if they're selling condos, you got to get me in. And don't give me the shaft.",Barney
02x04,"Yeah, you did.",Marshall
02x04,Had to.,Barney
02x04,"It's a travesty. It's gonna define the skyline of the city. If it was me, I could've designed something amazing. Instead, I'm spending 12 hours a day designing the cornices.",Ted
02x04,"Yeah, you did.",Marshall
02x04,That wasn't one.,Ted
02x04,"So you and Ted had your first fight. It obviously ended well. I mean, you're here with me.",Lily
02x04,"Actually, it didn't end at all. I started getting bummed out, so I came here. It's what I do. When my grandma died, I got a perm.",Robin
02x04,"Ooh, two tragedies in one day.",Lily
02x04,"The thing is, Ted has been literally complaining about work nonstop for weeks. So, when I came over today, I was kind of done.",Robin
02x04,Hey.,Ted
02x04,Hey.,Robin
02x04,How was your day?,Ted
02x04,Good.,Robin
02x04,"Wow, you're a great interviewer. Aren't you gonna ask how my day was?",Ted
02x04,"No, I know how it was. It was awful. Ooh, you want to rent a movie tonight?",Robin
02x04,"You know, um... I listen to your work stories all the time.",Ted
02x04,"Yeah, but... and I don't want to be rude here, but my work stories are interesting. I'm a television news reporter.",Robin
02x04,Robin!,Lily
02x04,What? I knew exactly what he was going to say. I was just helping him get there faster.,Robin
02x04,You should work at a su1c1de hotline.,Lily
02x04,And then it got ugly.,Robin
02x04,"What I don't do is tell you the same story over and over again. I mean, you wouldn't watch the same movie over and over again, would you? Maybe a great movie like Die Hard. But Field of Dreams? Once is more than enough.",Robin
02x04,So that's your go-to bad movie? The number one example on the tip of your tongue of a bad movie is Field of Dreams?,Ted
02x04,It's about ghost baseball players. I think it's stupid.,Robin
02x04,"So, now he's all mad at me about the stupid movie.",Robin
02x04,"Robin, he's upset because you wouldn't listen to him, not because you didn't like some movie.",Lily
02x04,How do you not like Field of Dreams?!,Ted
02x04,"Listening is the foundation of a relationship. And if he's really droning on, you can always practice saying the alphabet backwards. You know, in case you get pulled over for a DUI.",Lily
02x04,I guess I don't know how to do that.,Robin
02x04,"Yeah, it's really hard, even when you're sober. That's what I tried to explain to the cop.",Lily
02x04,"No, I mean, I guess I don't know how to do this girlfriend thing. I've never been in a relationship this serious before. I should probably go tell him I'm sorry, shouldn't I? You're trying to do it right now, aren't you?",Robin
02x04,What the hell comes before Q?,Lily
02x04,"Then at the end of the movie when he has a catch with his dad, like... Like he never did when he was young enough for it to matter.",Ted
02x04,Can we talk about something else?,Barney
02x04,"You know what, dude? Forget about Robin, okay? You're hanging with us tonight. I've got an awome party lined up.",Marshall
02x04,"Oh, God! This gonna be another one of your weird all-guy parties?",Barney
02x04,"That was a poker game. What is wrong with you? No, it's the first law school party of the year and it's gonna be awesome. I haven't seen this guys since, like, last year before Lily and I broke up. So I'm gonna have to break the news to everybody. It's really gonna bum them out. This party's gonna suck.",Marshall
02x04,"Well, love to join you at that one. But I got tickets to Foxy Boxing.",Barney
02x04,"I wish I could join you guys, but I got to get back to my apparently boring job.",Ted
02x04,Your job's not boring.,Marshall
02x04,Robin thinks so.,Ted
02x04,"Dude, lots of chicks think architects are hot. Think about it, you create something out of nothing. You're like God. There's nobody hotter than God.",Barney
02x04,I love it when you quote Scripture.,Ted
02x04,"I'm telling you, you should use the architect angle with the ladies.",Barney
02x04,"Okay, first of all, I have a girlfriend. Second, the architect angle doesn't even work on her. And, third, I can't imagine that working on anyone ever.",Ted
02x04,"That's 'cause you're always like...  Ted Mosby, architect. Anything sounds impressive when it's said with the right attitude.",Barney
02x04,"Marshall Ericksen. Recently dumped and heading to a lame party. Whoa. Whoa, ladies, please take it easy. There's enough of me for everyone. Oh. Hi. Hello. All right. We're gonna take off..",Marshall 
02x04,"Wait up, I'll leave with you guys. Ted Mosby, architect. Trust me.",Barney
02x04,"Hey, just out of curiosity. If a guy told you he was an architect, what would you think of that?",Ted
02x04,Are you kidding? Architects are hot. How do you think Mr. Brady scored a babe like Carol?,Girl
02x04,Solid point. She did have hair of gold.,Ted
02x04,"Yes, she did.",Girl
02x04,Mm-hmm.,Ted
02x04,"Hey, Carl, is Ted still here?",Robin
02x04,"No. Hey, Lily. You still single?",Carl
02x04,Yes.,Lily
02x04,You know... I've poured a lot of free drinks for you over the years. A lot.,Carl
02x04,"Carl, do you really want to be with a woman who would trade sx for beer?",Lily
02x04,Only if you're into it. It's on me.,Carl
02x04,Thanks.,Lily
02x04,I wonder where Ted went.,Robin
02x04,"Ted Mosby, the architect?",A girl
02x04,"Actually, yeah. Oh, he is such a cool guy. He was here earlier.",Robin
02x04,And what made you decide you wanted to become an architect?,Girl 1
02x04,"Well, you know, soul of an artist, hands of a master craftsman. It was inevitable, I guess.",Ted
02x04,"I bet you can draw, can't you? You should draw me.",Girl 1
02x04,"Well, I could try, but you might end up looking like a midcentury tri-level. Hey, if you want, my friend Marshall invited me to this party we could all go to. Marshall's great. He's just a lawyer, but somebody has to push the paper around for us creative types. Am I right?",Ted
02x04,Yeah.,Girls
02x04,"He asked her to a party. Oh, my God, are you okay?",Lily
02x04,"Okay? It's awesome. It's a win-win. Ted got to vent and I don't have to hear it. Maybe after he's done with the talkie-talk, he'll come over and I'll get the fun part.",Robin
02x04,"What is wrong with you? God, I feel like I'm teaching love as a second language here. Okay, you know how when he tells you boring work stories you're supposed to listen? Well, when he picks up some random girl at a bar, you're supposed to freak out.",Lily
02x04,"I'm not freaking out because in my mind, she's fat.",Robin
02x04,She's a kickboxing instructor. Her ass looks better than my face.,Girl
02x04,"All right, we'll swing by the party.",Robin
02x04,"Now the party was for some of Marshall's classmates from Columbia Law School, who by day were some of the sharpest and most serious young legal minds in the country. By night, however...",Ted from 2030
02x04,"Damn, these are some drunk almost-lawyers.",Robin
02x04,Okay! Seriously... Who wants to shave my ass?!,Guy 1
02x04,That guy went on to become a Supreme Court justice.,Ted from 2030
02x04,"Okay, where are the guys and the hooker?",Lily
02x04,"Yo, what's up, ladies? Welcome to the party. Yeah! Just need you to sign this release protecting the host from any and all responsibility should you harm yourself or a third party. Then freakin' rage! Yeah!",Guy 2
02x04,"Hey, drunk legal dude, um... Have you seen Marshall Ericksen? He was with a guy named Ted.",Robin
02x04,"You mean Ted Mosby, the architect? Man, what a visionary. Yeah, they were here.",Guy 2
02x04,"Awards are nice, they look good on my shelf. But none of that acclaim means anything compared to the joy of seeing the sun rise over your first building.",Ted
02x04,Wow. I would love to watch the sun rise with you.,Girl
02x04,I know you would. It's the job.,Ted
02x04,Dude. You should let us shave your ass tonight.,Guy 2 
02x04,No way.,Guy 1
02x04,"Hey, Marshall, where's Lily?",Girl 2
02x04,"I didn't want to ruin the party for everybody this early, but, uh... everyone take a seat. Um... Lily actually called off the wedding this summer to go to San Francisco. So... We're broken up.",Marshall
02x04,"Her name wasn't on your lease, was it? 'Cause if not, New York state law, you're not obligated to give her half the deposit when you move.",Guy 2
02x04,"Yeah, that's not really the part I was worried about, guys.",Marshall
02x04,"And don't forget the precedent set by Smith v. Rosenblatt, '74. Any personal effects she left in your house or dwelling become yours after 30 days.",Girl 2
02x04,"Guys, can we cease and desist with the lawyer speak for a minute? Love died. The love that made you all believe in love, that's dead now.",Marshall
02x04,You should sue her.,Girl 2
02x04,"Uh, really? On what ground, Kara?",Marshall
02x04,On the grounds of... shut up.,Kara
02x04,That's our Attorney General.,Ted from 2030
02x04,See? Marshall's still hung up on our breakup. Why? Because I listened to him. It was a strong and nurturing relationship that I threw away like old gum.,Lily
02x04,"Not that I'm worried or anything, but, um, back to the sun rising over Ted and, uh... Oh, what tasteful way did you describe her?",Robin
02x04,The girl with the smackable ass.,Guy 2
02x04,"Yes, that's the young lady.",Robin
02x04,"So, I know the bouncer at this techno club, Posers. Do you feel like dancing?",Girl
02x04,"Yeah, okay. There is no way Ted went dancing. Ted hates clubs.",Robin
02x04,"Hell, yeah. I love clubs. I mean, I was going to design a cathedral tonight, kind of take a whack at the whole relationship between God and man conundrum. But sure, let's go dancing.",Ted
02x04,Yay!,Girl
02x04,"Wait, let me just check with my friend.",Ted
02x04,Okay.,Girl
02x04,"Hey, Marshall. You up for some super loud, repetitive music that hasn't changed since the mid-90s?",Ted
02x04,Um... only always.,Marshall
02x04,Let's go.,Ted
02x04,"Dancing? He went dancing with this girl? Okay, maybe this is a little bad. Dancing is bad. Dancing leads to sx.",Robin
02x04,Did you grow up in that Footloose town?,Lily
02x04,"I'm calling him. I'm telling him that I was wrong and I'm sorry, and I totally want to listen to his stupid stories.",Robin
02x04,"Yeah, think of another way to phrase that and you'll be fine.",Lily
02x04,He's not answering. Calling Marshall.,Robin
02x04,Hello.,Marshall
02x04,"Marshall, hi, it's Robin. Can I talk to Ted?",Robin
02x04,"Oh, Robin, hi. Um, no, Ted's not here tonight. He's, uh... he's working.",Marshall
02x04,"Uh, okay. Bye.  Marshall just lied. Ted's cheating on me.",Robin
02x04,"Excuse me. I'm looking for a couple guys who came in here earlier. One's about six-four, 210, sandy brown hair. And the other's a cheating bstrd.",Robin
02x04,You're going to need to refresh my memory.,Bouncer
02x04,"Okay, fella. Baby knows how this game's played. How's a 20 help your memory?",Lily
02x04,"Thanks, but seriously, it was crazy tonight. You really do need to refresh my memory.",Bouncer
02x04,Then can I have the...? That's cool. You keep that.,Lily
02x04,So these guys... One of them's an architect.,Robin
02x04,"Ted Mosby, the architect?",Bouncer
02x04,That's the one.,Robin
02x04,"Oh, yeah, he was here.",Bouncer
02x04,"And then I was all, No, Frank Gehry, you're on your own this time. And that, my dear, was the end of that hack's career.",Ted
02x04,I live across the street.,Girl
02x04,That is one hell of a non sequitur.,Ted
02x04,You want to come over?,Girl
02x04,"Well, I don't know. But I suppose I should at least give you a ride home. Hop on.",Ted
02x04,"I'll see you at book club, Vinny.",Girl 
02x04,Yeah. I'll be bringing the crudits.,Bouncer
02x04,Nice. Giddy up!,Girl
02x04,"Dude, dude, what are you doing?",Marshall
02x04,Galloping.,Ted
02x04,"You proved it, all right? The whole Ted Mosby, architect things works.",Marshall
02x04,Architects rule! Whoo-hee!,Girl
02x04,"Aren't you a little worried that a certain somebody might find out that you're doing this? This isn't you, Ted.",Marshall
02x04,It is tonight. Whoo!,Ted
02x04,You know this girl. Where does she live?,Robin
02x04,I'm not telling you that for less than 20 bucks.,Bouncer
02x04,"Well, I'm out of money.",Lily
02x04,"I'm cashed, too.",Robin
02x04,I'll take your purse.,Bouncer
02x04,My purse?,Robin
02x04,"Yeah, my girl likes clutches.",Bouncer
02x04,"Okay, fine.",Robin
02x04,You should tell her that looks really good with a chocolate boot.,Lily
02x04,Bitch is lucky I brought my small purse. No room for my gn. Here. Now where does the rodeo slut live?,Robin
02x04,"The building with the green light, apartment 3-C.",Bouncer
02x04,"Oh, my God, Robin, are you going to kick this girl's ass?",Lily
02x04,Yeah... And steal her purse.,Robin
02x04,"I can't believe he's cheating on me. You know how many times I could have cheated? Six... no seven. And you know two of them, and they would surprise you.",Robin
02x04,"3-C, let's do this. You ready?",Lily
02x04,Should I just kick the door in?,Robin
02x04,"Those are really nice heels and you already lost the purse. Let's see if it's unlocked. It's unlocked. Okay, get in there and kick some spankable ass. Robin?",Lily
02x04,I'm the problem.,Robin
02x04,What?,Lily
02x04,You were right. I don't know how to be a girlfriend. I took the nicest guy in the world and I made him a cheater.,Robin
02x04,"Well, don't stand out here and beat yourself up. Get in there and beat Ted up. I'll handle the slutty kickboxer. Actually, I'll take Ted.",Lily
02x04,Let's do this.,Robin
02x04,Bring it.,Lily
02x04,What do you think you're...? Barney?,Robin
02x04,Thank God you're here. Can you help with this? I need nails.,Barney
02x04,"Okay, I'm totally lost here. Where's Ted?",Robin
02x04,Ted? He's at work.,Barney
02x04,How did you get here?,Robin
02x04,Awesome story. As per usual.,Barney
02x04,How do you think Mr. Brady scored a babe like Carol?,Girl
02x04,Solid point. And she did have hair of gold.,Ted
02x04,"Yes, she did.",Girl
02x04,"Sorry, I forgot my binocs for Foxy Boxing. Whoo, looks like things just got a little foxier right here.",Barney
02x04,"Yes, they did. And you're just in time. Girls, I got to go, but I'm leaving you in very good, if slightly sullied hands.",Ted
02x04,Don't go. We don't even know your name to look out for your buildings.,Girl
02x04,"Yeah, stay",Barney
02x04,"Excuse us for one second.  Okay, you were right - the architect thing totally works. But I've got a girlfriend and I've got to get back to work. This project is getting harder and harder.",Ted
02x04,"Yeah, you did.",Barney
02x04,"Yeah, had to. See ya.",Ted
02x04,"Sorry, my, uh... intern had to leave.",Barney
