response,context/0,context/1,context/2,context/3,context/4
"Oh, it's right. And, thank you very... Uh, my name is, uh, Ignatius Peabody Nobel, from East Westerton, Missouri. And this is my friend... Ted.",Oh.,"Actually, it's on its own island.","Uh, hey, uh, howdy, ladies. Hate to bother you. We seem to be a little bit lost. Would you happen to know which street the statue of liberty's on?","Okay, okay. We're from a small town in the south of France. Our plane leaves sunday morning.",Yeah. Actually... You know where I've been meaning to visit?
"Hi, Colleen.","Hi, um, I'm Colleen.","Oh, it's right. And, thank you very... Uh, my name is, uh, Ignatius Peabody Nobel, from East Westerton, Missouri. And this is my friend... Ted.",Oh.,"Actually, it's on its own island.","Uh, hey, uh, howdy, ladies. Hate to bother you. We seem to be a little bit lost. Would you happen to know which street the statue of liberty's on?"
"Hi, Lindsay.",This is Lindsay.,"Hi, Colleen.","Hi, um, I'm Colleen.","Oh, it's right. And, thank you very... Uh, my name is, uh, Ignatius Peabody Nobel, from East Westerton, Missouri. And this is my friend... Ted.",Oh.
Yeah.,"Well, it's just we're leaving sunday morning. It sure would be nice to have some real New Yorkers show us around.","No, what is it?","So, hey, you-you ladies, been awful nice to us. What do you say... ah, never mind. No...","Hi, Lindsay.",This is Lindsay.
Well. Hotdog! Should we... you want to just meet here in front of Mac... MacLaren's pub?,"Well. We're tonight, but... maybe tomorrow afternoon? Atfer lunch?",Yeah.,"Well, it's just we're leaving sunday morning. It sure would be nice to have some real New Yorkers show us around.","No, what is it?","So, hey, you-you ladies, been awful nice to us. What do you say... ah, never mind. No..."
All right.,We'll see you tomorrow.,I think it's cool.,It's pretty lame.,Really? It doesn't seem that lame to me.,"It's kind of a lame bar, but sure."
Okay. All right.,I'm just saying it seems like a kind of bar a lot of cool people would hang out there.,All right.,We'll see you tomorrow.,I think it's cool.,It's pretty lame.
"This is the easiest date ever. You know what I'm gonna try next? A knock, knock joke.","I'm gonna go, too.",I'm going to run to the restroom.,"Yes, I'm sure this is the best of their 57 spudtacular east coast locations.",This is our favorite restaurant in the city.,"Kids, when you visited New York, there are count of something funny to see and do. And yes Colleen and Linsay took us to Tater-Skinz."
"Ted, Ted, Ted. Dude.",Easiest? Somehow we have managed to find the two lamest new yorkers of all time.,"This is the easiest date ever. You know what I'm gonna try next? A knock, knock joke.","I'm gonna go, too.",I'm going to run to the restroom.,"Yes, I'm sure this is the best of their 57 spudtacular east coast locations."
Right. Stay with me. We are on the cusp of moving from out-of-towners to in-their-pantsers. Ay-o?,I'm looking at you. What?,"Ted, Ted, Ted. Dude.",Easiest? Somehow we have managed to find the two lamest new yorkers of all time.,"This is the easiest date ever. You know what I'm gonna try next? A knock, knock joke.","I'm gonna go, too."
"Nice.  Nice. Hey, nice.","All right, Ignatius, one more hour.",Right. Stay with me. We are on the cusp of moving from out-of-towners to in-their-pantsers. Ay-o?,I'm looking at you. What?,"Ted, Ted, Ted. Dude.",Easiest? Somehow we have managed to find the two lamest new yorkers of all time.
"Knock, knock.",Hey. Our friends invited us to a party. You guys want to come along?,"Nice.  Nice. Hey, nice.","All right, Ignatius, one more hour.",Right. Stay with me. We are on the cusp of moving from out-of-towners to in-their-pantsers. Ay-o?,I'm looking at you. What?
"Yes, we do.",Who's there?,"Knock, knock.",Hey. Our friends invited us to a party. You guys want to come along?,"Nice.  Nice. Hey, nice.","All right, Ignatius, one more hour."
"Everything's so bright, even at night. No wonder the city never sleeps.","Quick announcement. I am so glad that you're here, fellow travelers. A couple rules... not even rules. Let's call them guidelines for harmonious living. Guideline for harmonious living number one ; The kitchen sink is for dishes, the toilet is for pee-pee. G.F.H.L. number two ; Marijuana is illegal in the United States, even when baked into a blueberry muffin that someone might mistakenly eat for breakfast right before they leave for their job as a TV Newscaster. This just in: Look at my hand, how weird is my hand? is not an appropriate thing to say on the air. And number three... I...  And number three is please keep the noise to a minimum. I have to take a nap. I'm still pretty baked.","Yes, we do.",Who's there?,"Knock, knock.",Hey. Our friends invited us to a party. You guys want to come along?
"Ted. I think these local new yorkers know more about the city than we do, so relax. We're in very capable hands.",A hundred... on the south of Bronx at this time of night? We're going to get klled.,148th and Brook Avenue.,Where are we even going anyway?,"Hey. If we're going north, why did we cross over the FDR? We should have taken the Hudson.","Everything's so bright, even at night. No wonder the city never sleeps."
Well. I only had traveler's checks.,"There were three of them, at least two gns... they took all our money.","Ted. I think these local new yorkers know more about the city than we do, so relax. We're in very capable hands.",A hundred... on the south of Bronx at this time of night? We're going to get klled.,148th and Brook Avenue.,Where are we even going anyway?
What?! This night couldn't have gone any better. We've just survived a mugging. You know what that means.,You're the best. And maybe a couple polaroids?,I tell you what. How about I make it all dirty stuff and slip in a little clean stuff?,"Do you mind, um, maybe slipping in a little bit of dirty stuff, too?",Okay. I'll write you a letter for my death folder.,"Lily, I won't, I promise."
"Thank God we're alive sx. It's even better than I can't believe you just proposed to me sx, which I've only had, like, four of five times. Ted, please, we are so close.","Thank God, we're alive sx.",What?! This night couldn't have gone any better. We've just survived a mugging. You know what that means.,You're the best. And maybe a couple polaroids?,I tell you what. How about I make it all dirty stuff and slip in a little clean stuff?,"Do you mind, um, maybe slipping in a little bit of dirty stuff, too?"
Mmm-mm. Me too. So where do you live?,Yeah. I just want to celebrate the fact that we survived. You know?,Wow. I think we all need to go back to our place and recover.,Whew.,All right. I'm in. I've never worked this hard for anything in my life.,"Thank God we're alive sx. It's even better than I can't believe you just proposed to me sx, which I've only had, like, four of five times. Ted, please, we are so close."
Theodore.,"You guys live in New Jersey, not New York?",Yeah.,West Orange? New Jersey?,Close. West Orange.,What? West village?
Teddy?,New Jersey?,Yep.,Theodore.,"You guys live in New Jersey, not New York?",Yeah.
"Oh, no.","Oh, no. Oh, no.","Yeah. But don't worry, it's pretty much New York.",Teddy?,New Jersey?,Yep.
"You're not from Missouri? Well, I will be a monkey's unc...","Because I live here. That's right. I live here. Yes, we're full of crap. Yes, we pretended to be from out of town so we could sleep with you and leave in the morning. But you know what's even worse than that?! Saying you're a new yorker when you're not. Because, this is the greatest city in the world and you have to earn the right to call yourself a new yorker. So why don't you girls crawl into the open sewer pipe you call the Holland tunnel and flush yourselves back to pretty much New York? Because I will do a lot to get laid, but I am not going to New Jersey!",And how would you know?,New Jersey is not pretty much New York. You are not pretty much new yorkers.,"Oh, no.","Oh, no. Oh, no."
"Hey, um, sir, can we get ride, too?",Ew.  Can we get a ride?,"You're not from Missouri? Well, I will be a monkey's unc...","Because I live here. That's right. I live here. Yes, we're full of crap. Yes, we pretended to be from out of town so we could sleep with you and leave in the morning. But you know what's even worse than that?! Saying you're a new yorker when you're not. Because, this is the greatest city in the world and you have to earn the right to call yourself a new yorker. So why don't you girls crawl into the open sewer pipe you call the Holland tunnel and flush yourselves back to pretty much New York? Because I will do a lot to get laid, but I am not going to New Jersey!",And how would you know?,New Jersey is not pretty much New York. You are not pretty much new yorkers.
"Welcome home, Scherbatsky.","After they broke-up, Robin went back to being Robin.","No, I'm not. Listen, Gael, I need to talk to you about something.","Robin, are you okay?",I'm canadian!,"All right, we're living, we're leaving, okay. Michael Moore was so right about americans."
Listening.,"Oh, good to be back. Although it's weird, vacation Robin popped into my dream again last night.","Welcome home, Scherbatsky.","After they broke-up, Robin went back to being Robin.","No, I'm not. Listen, Gael, I need to talk to you about something.","Robin, are you okay?"
"Use your words, Ted.",Oh my God. Barney...oh my God.,"Kids, I know you think that you've heard every story from back before I met your mother. But there are some stories you tell and some stories you don't.",What?! Nothing. Nothing. You're beautiful. I would love the photos. Have I told you how beautiful you look?,What is that supposed to mean?,I don't want 'em now.
The belt?,"OK. Barney, I'm about to go for the belt.","Use your words, Ted.",Oh my God. Barney...oh my God.,"Kids, I know you think that you've heard every story from back before I met your mother. But there are some stories you tell and some stories you don't.",What?! Nothing. Nothing. You're beautiful. I would love the photos. Have I told you how beautiful you look?
But that's impossible. You were up here less than half an hour ago.,The belt.,The belt?,"OK. Barney, I'm about to go for the belt.","Use your words, Ted.",Oh my God. Barney...oh my God.
Don't get cocky. Wimbledon lasts a fortnight.,"Yes, advantage Ericksen.",But that's impossible. You were up here less than half an hour ago.,The belt.,The belt?,"OK. Barney, I'm about to go for the belt."
You take too long to get ready,"What? We agreed, I suited up.",Can't go. Tournament.,"All right, I'm ready, let's hit it.","Fortnight. British words are so cool. Plus, did you know lawyers there get to wear wigs? I wear a wig to work, I'm a jackass.",Don't get cocky. Wimbledon lasts a fortnight.
And then he starts on his hair. Ace.,"Yeah, which takes an hour and a half of waxing, tugging and teasing to achieve.","What are you talking about? I got the low-maintenance, just-rolled-out-of-bed look.",You take too long to get ready,"What? We agreed, I suited up.",Can't go. Tournament.
"Just go without us, we'll be there in five minutes.","Ha ha ha ha. Look, are we going or not?",And then he starts on his hair. Ace.,"Yeah, which takes an hour and a half of waxing, tugging and teasing to achieve.","What are you talking about? I got the low-maintenance, just-rolled-out-of-bed look.",You take too long to get ready
Yes.,Really?,"Just go without us, we'll be there in five minutes.","Ha ha ha ha. Look, are we going or not?",And then he starts on his hair. Ace.,"Yeah, which takes an hour and a half of waxing, tugging and teasing to achieve."
"So many questions. Firstly, what do you think would happen if a guy walked into that store wearing a suit of boots?","You just made the list, bitch.",I saw it first.,"Oh, this store in the Village had one of those crazy sales. It was a footwear feeding frenzy.",Thanks for lending me these boots. Where did you get them from?,"3 beers, 5 minutes."
"FYI, it doesn't matter, baby. Guys just wanna get on the green. They don't mind going through the rough.","Oh, that's the point. It's to hide the point that I haven't shaved my legs. I've begun a strict no-shave policy for the first three dates. It's all about self-control. If I don't shave, I must behave.","You look fantastic in them, Robin. But don't you think they're a little high for that dress?","So many questions. Firstly, what do you think would happen if a guy walked into that store wearing a suit of boots?","You just made the list, bitch.",I saw it first.
Stinson.,Shekwakie.,"FYI, it doesn't matter, baby. Guys just wanna get on the green. They don't mind going through the rough.","Oh, that's the point. It's to hide the point that I haven't shaved my legs. I've begun a strict no-shave policy for the first three dates. It's all about self-control. If I don't shave, I must behave.","You look fantastic in them, Robin. But don't you think they're a little high for that dress?","So many questions. Firstly, what do you think would happen if a guy walked into that store wearing a suit of boots?"
"Yeah, we're not gonna make it.","All right, the beers are here.",Stinson.,Shekwakie.,"FYI, it doesn't matter, baby. Guys just wanna get on the green. They don't mind going through the rough.","Oh, that's the point. It's to hide the point that I haven't shaved my legs. I've begun a strict no-shave policy for the first three dates. It's all about self-control. If I don't shave, I must behave."
"Yeah, pants are off.","Oh come on, we agreed...Did Marshall take his pants off?","Yeah, we're not gonna make it.","All right, the beers are here.",Stinson.,Shekwakie.
That's 'cause you distracted me. You've been hanging crumpet ever since the third set.,"Kazouwee. Vanquished, old bean.","OK, guys, be cool.",Tired of people who fold early 'cause I am wide awake.,But I want you to stay.,"Oh, that's cool, I was gonna get outta here anyway, I'm really tired."
Stinson.,That's 'cause you distracted me. You've been hanging crumpet ever since the third set.,"Kazouwee. Vanquished, old bean.","OK, guys, be cool.",Tired of people who fold early 'cause I am wide awake.,But I want you to stay.
"You mean, the girl who chalked your pool cue and snuck down the fire escape.","I've got a situation. Trudy is here, you know, the pineapple incident.",Stinson.,That's 'cause you distracted me. You've been hanging crumpet ever since the third set.,"Kazouwee. Vanquished, old bean.","OK, guys, be cool."
So you now have two on the line?,"So, we're hitting it off and then her friend shows up and they're kinda competitive.","You mean, the girl who chalked your pool cue and snuck down the fire escape.","I've got a situation. Trudy is here, you know, the pineapple incident.",Stinson.,That's 'cause you distracted me. You've been hanging crumpet ever since the third set.
Go for the new girl.,And I don't know which one to go for.,So you now have two on the line?,"So, we're hitting it off and then her friend shows up and they're kinda competitive.","You mean, the girl who chalked your pool cue and snuck down the fire escape.","I've got a situation. Trudy is here, you know, the pineapple incident."
"Given the choice, always party with Dr. Strangelove.",Go for the new girl.,And I don't know which one to go for.,So you now have two on the line?,"So, we're hitting it off and then her friend shows up and they're kinda competitive.","You mean, the girl who chalked your pool cue and snuck down the fire escape."
Two girls are allegedly vying for Ted's affections and I think...,New girl? What new girl?,"Given the choice, always party with Dr. Strangelove.",Go for the new girl.,And I don't know which one to go for.,So you now have two on the line?
"That's what I thought about your bangers and mash down there but I guess we're both wrong, governor.",I thought we were in for the evening.,"OK, well, don't worry, I'll come down and help you figure it out.","They're Kappas and I think I can score with one of them. I don't know which one and if I choose wrong, I lose 'em both.",Because they're all sluts and you can tell them right now I didn't wanna be in their sorority anyway.,Are they Betas?
"No way, no way, no way!",It's a tricycle.,Three,Neither one is giving ground. I could not tell who was the third wheel.,Two.,"Well, he's right, it's a dead heat."
Put him on speaker.,"Well, I'll just say it right now, all sorority girls are sluts.","No way, no way, no way. It's a tricycle.",It's a tricycle.,What's happening?,"No way, no way, no way!"
So what you're saying to us right now is you have a shot at the belt?,Put him on speaker.,"Well, I'll just say it right now, all sorority girls are sluts.","No way, no way, no way. It's a tricycle.",It's a tricycle.,What's happening?
"That's right, it's resplendent.",You actually bought a belt.,"Oh, so it's a metaphorical belt, right?",Barney and I have this running joke that the first guy to actually pull this off would win the championship belt.,"Wait wait wait, what belt?",So what you're saying to us right now is you have a shot at the belt?
"I never kid. Remember you said if I ever slept with that girl from Days of our Lives, I'd be the king? Well...","It's just a thing we said, we were kidding around.","That's right, it's resplendent.",You actually bought a belt.,"Oh, so it's a metaphorical belt, right?",Barney and I have this running joke that the first guy to actually pull this off would win the championship belt.
"All right, Ted, if you're about to go for the belt, then the bylaws require me to ask the following questions. One, is the aggregate age of all the participants under 83?","Guys, come on, help me out. What do I do?","If I died, I'd just come back and haunt your pen1s.","If Lily were to die before me, then I could ride the tricycle.",Why wasn't I told about the belt? I could go for the belt.,"I never kid. Remember you said if I ever slept with that girl from Days of our Lives, I'd be the king? Well..."
"Two, is the aggregate weight of all participants under 400 pounds.",Yes.,"All right, Ted, if you're about to go for the belt, then the bylaws require me to ask the following questions. One, is the aggregate age of all the participants under 83?","Guys, come on, help me out. What do I do?","If I died, I'd just come back and haunt your pen1s.","If Lily were to die before me, then I could ride the tricycle."
"Theodore Mosby, are you paying these women?",Yes.,"Two, is the aggregate weight of all participants under 400 pounds.",Yes.,"All right, Ted, if you're about to go for the belt, then the bylaws require me to ask the following questions. One, is the aggregate age of all the participants under 83?","Guys, come on, help me out. What do I do?"
Ted?,What? No.,"Theodore Mosby, are you paying these women?",Yes.,"Two, is the aggregate weight of all participants under 400 pounds.",Yes.
"Oh, hold on. Ted's texting me.  We're combing upsars.","No, but fifty will.",There is a pharmacy across the street. Would 20 bucks buy me a razor?,"Lily, he can't see my legs like this. I look like a Turkish lesbian","Sorry, I can't leave now.","Lily, I have pounded three cappuccinos waiting for you. Pretty soon I won't have to shave, the hair is going to vibrate off my legs."
I cannot allow Ted to do this.,What are you doing?,"OK, all I need to seal the deal is the Wilco CD...Barney.","Oh, you can use our bedroom.","No, no way. The other day I saw a pigeon take a crap on it and the whole thing shifted.","You guys need to get out of here right now. Please, take the fire escape."
Because the belt is my birthright. You can't claim it before I do. That would be like Jimmy Olsen capturing Lex Luther while Superman watches impotently from the bedroom.,"Why, why?",I cannot allow Ted to do this.,What are you doing?,"OK, all I need to seal the deal is the Wilco CD...Barney.","Oh, you can use our bedroom."
"I've never ridden the tricycle. I was on the verge last year, it was so close.","But Barney, you've done way dirtier stuff than Ted. You're disgusting.",Because the belt is my birthright. You can't claim it before I do. That would be like Jimmy Olsen capturing Lex Luther while Superman watches impotently from the bedroom.,"Why, why?",I cannot allow Ted to do this.,What are you doing?
"So, ladies, why don't we move this party to a more horizontal location?","I've never ridden the tricycle. I was on the verge last year, it was so close.","But Barney, you've done way dirtier stuff than Ted. You're disgusting.",Because the belt is my birthright. You can't claim it before I do. That would be like Jimmy Olsen capturing Lex Luther while Superman watches impotently from the bedroom.,"Why, why?",I cannot allow Ted to do this.
I'll get the video camera.,OK.,"Oh my God. My new carpet. Oh my God, this is a disaster, You get the carpet cleaner, I'll get a towel.","So, ladies, why don't we move this party to a more horizontal location?","I've never ridden the tricycle. I was on the verge last year, it was so close.","But Barney, you've done way dirtier stuff than Ted. You're disgusting."
OK then.,Get out!,I'll get the video camera.,OK.,"Oh my God. My new carpet. Oh my God, this is a disaster, You get the carpet cleaner, I'll get a towel.","So, ladies, why don't we move this party to a more horizontal location?"
Oh my God.,Wish me luck.,"OK, take it.","Thanks, enjoy our bedroom.","What if I reimburse you for the boots, full retail?","No, never."
Leave him alone! Sometimes even the greatest warriors sht themselves in the foot.,"Ted, you're ruining this for everyone.","I'll get your coats? Ted: I don't know why I said that. Why did I say that? It's the opposite of what I meant. I wanna take clothes off them, not put more on.","It's getting late, I'll get your coats.","You do like to have fun, don't you Ted?",Exactly.
"Oh no, the night's ruined!","So, Barney, why don't we take this party to a more horizontal location?","What are you talking about? Barney: If you must know, it wasn't a freak beverage malfunction that stopped me from riding the tricycle that night.",Leave him alone! Sometimes even the greatest warriors sht themselves in the foot.,"Ted, you're ruining this for everyone.","I'll get your coats? Ted: I don't know why I said that. Why did I say that? It's the opposite of what I meant. I wanna take clothes off them, not put more on."
Yes it is. Whatever this night was heading towards is ruined. Where's my coat?,"No, baby, it's not.","Oh no, the night's ruined!","So, Barney, why don't we take this party to a more horizontal location?","What are you talking about? Barney: If you must know, it wasn't a freak beverage malfunction that stopped me from riding the tricycle that night.",Leave him alone! Sometimes even the greatest warriors sht themselves in the foot.
"Because you get up in your head, man. Start thinking, I can't do this. It's two women. That's two of everything, four of some things. The logistics alone are enough to cripple even a pro like me.",Why would you do that to yourself?,Yes it is. Whatever this night was heading towards is ruined. Where's my coat?,"No, baby, it's not.","Oh no, the night's ruined!","So, Barney, why don't we take this party to a more horizontal location?"
"The best chance in the world. Fear took the belt from me. Fear rode the tricycle that night, my friends. But fear will not get a second turn.","See? If a complete degenerate like Barney choked, what chance do I have?","Because you get up in your head, man. Start thinking, I can't do this. It's two women. That's two of everything, four of some things. The logistics alone are enough to cripple even a pro like me.",Why would you do that to yourself?,Yes it is. Whatever this night was heading towards is ruined. Where's my coat?,"No, baby, it's not."
"No, because I now realize it isn't my destiny to win the belt. It is my destiny to help my friend win it. Ted is fated to go there first. He is our Neil Armstrong.  Space-suit-up, Ted, 'cause you're going to the moon. Step 1.",It won't?,"The best chance in the world. Fear took the belt from me. Fear rode the tricycle that night, my friends. But fear will not get a second turn.","See? If a complete degenerate like Barney choked, what chance do I have?","Because you get up in your head, man. Start thinking, I can't do this. It's two women. That's two of everything, four of some things. The logistics alone are enough to cripple even a pro like me.",Why would you do that to yourself?
That's your excuse to unleash pretext for physical contact number one.,Why would I want to tire them out?,So exhausted.,I am so exhausted.,"Wait, wait wait, a remote control fire place? We don't have a remote control fire place.",Oh!
"OK, wait for it.","OK, what the hell.",I was just thinking about this documentary I saw once about something called a supervolcano.,"Ted, what's wrong?",Why in God's name would I say that?,It's 'cause I used to practice all the time on my grandmother.
Yes you can.,"Mortality angle, that's actually pretty good. I can do this.",Yeah.,That's so true.,Oh my God.,"Could happen at any time and obliterate all life on earth, which is why I live by three simple words. Don't postpone joy."
"So, what happened next? Did you do it? Ted: Doesn't seem right to talk about it.",I'll see you on the other side.,All right.,"I can't believe I'm gonna say this, but I'm actually moved. Bring it in, guys.",Yes you can.,"Mortality angle, that's actually pretty good. I can do this."
What? No! Tell me. Don't tell me because you don't have to because you didn't do it.,"So, what happened next? Did you do it? Ted: Doesn't seem right to talk about it.",I'll see you on the other side.,All right.,"I can't believe I'm gonna say this, but I'm actually moved. Bring it in, guys.",Yes you can.
"You didn't do it. You did it. You did it, didn't you? Did you?",What? No! Tell me. Don't tell me because you don't have to because you didn't do it.,"So, what happened next? Did you do it? Ted: Doesn't seem right to talk about it.",I'll see you on the other side.,All right.,"I can't believe I'm gonna say this, but I'm actually moved. Bring it in, guys."
"You didn't do it. Yes, you did. You did. No, you... Just tell me!","You didn't do it. You did it. You did it, didn't you? Did you?",What? No! Tell me. Don't tell me because you don't have to because you didn't do it.,"So, what happened next? Did you do it? Ted: Doesn't seem right to talk about it.",I'll see you on the other side.,All right.
"Because you didn't do it. He didn't do it. You did it, you did it, you did it. Tell me, did you?","Some stories you tell, some stories you don't.","You didn't do it. Yes, you did. You did. No, you... Just tell me!","You didn't do it. You did it. You did it, didn't you? Did you?",What? No! Tell me. Don't tell me because you don't have to because you didn't do it.,"So, what happened next? Did you do it? Ted: Doesn't seem right to talk about it."
"Ted, belt.","Because you didn't do it. He didn't do it. You did it, you did it, you did it. Tell me, did you?","Some stories you tell, some stories you don't.","You didn't do it. Yes, you did. You did. No, you... Just tell me!","You didn't do it. You did it. You did it, didn't you? Did you?",What? No! Tell me. Don't tell me because you don't have to because you didn't do it.
Did? Tell me. You know if he did it?,"Ted, belt.","Because you didn't do it. He didn't do it. You did it, you did it, you did it. Tell me, did you?","Some stories you tell, some stories you don't.","You didn't do it. Yes, you did. You did. No, you... Just tell me!","You didn't do it. You did it. You did it, didn't you? Did you?"
She's totally hot and really fun.,What do you mean? Ted: When someone wants to set you up they always tell you the good qualities first but then they leave out their huge flaw.,What's his 'but'?,"So, Robin, I've got a guy for you. He's cute, he's funny, he's smart.",100! We only got to 82 on our honeymoon.,"97, 98, 99, 100!"
But she has a dead tooth.,She's totally hot and really fun.,What do you mean? Ted: When someone wants to set you up they always tell you the good qualities first but then they leave out their huge flaw.,What's his 'but'?,"So, Robin, I've got a guy for you. He's cute, he's funny, he's smart.",100! We only got to 82 on our honeymoon.
"If memory serves me, she had a huge 'but'. Her huge butt. Nailed it!","Hey, you know what, not every setup has a 'but'. What about, um, Jamie, that girl that Lily set you up with? She was really nice.",I'm still convinced she klled my turtle.,"Wow, set it up.",But her last boyfriend had to get a restraining order against her and then his cat and new vacuum cleaner both went missing.,She's so cute and she's so smart.
Shotgun.,I like sports cars but it doesn't mean I wanna push a Ferrari through my vg1n,"Well, you don't wanna have them.","OK, yes, kids are not my favorite thing in the world but I like them.",I go to school all week. Can't I just have five minutes to myself to read Highlights and drink my juice?,"Robin, will you watch cartoons with me?"
Nice.,"You can't blame us for thinking that the kid would be a problem. I mean, if we were friends with Garfield, we wouldn't set him up on a date with Mondays.",Shotgun.,I like sports cars but it doesn't mean I wanna push a Ferrari through my vg1n,"Well, you don't wanna have them.","OK, yes, kids are not my favorite thing in the world but I like them."
But she's Canadian.,But she's a gn nut.,But she's afraid of commitment.,"Yeah. Hey, what's my 'but'? You know, I'm really nice, but...","OK, that's awesome.","You know what, the kid is not a problem. I wanna meet this guy."
I can't think of anything.,But she didn't like Field of Dreams.,But she's Canadian.,But she's a gn nut.,But she's afraid of commitment.,"Yeah. Hey, what's my 'but'? You know, I'm really nice, but..."
"OK, I've got it. Here, put on this eye patch.",You don't have a 'but'.,I can't think of anything.,But she didn't like Field of Dreams.,But she's Canadian.,But she's a gn nut.
The ultimate ice breaker.,Why?,"OK, I've got it. Here, put on this eye patch.",You don't have a 'but'.,I can't think of anything.,But she didn't like Field of Dreams.
"A bunch of cobras got loose in Central Park. You and I are jogging, training for the Death Valley Iron Man. No big deal, we do it every year. Suddenly we see these snake bastards sneaking towards a little baby. Not on our watch. You grab the kid, I strangle six cobras with my bare hands. Women of New York, one at a time please.",The ultimate ice breaker.,Why?,"OK, I've got it. Here, put on this eye patch.",You don't have a 'but'.,I can't think of anything.
We got bit.,"So, what are the eye patches for?","A bunch of cobras got loose in Central Park. You and I are jogging, training for the Death Valley Iron Man. No big deal, we do it every year. Suddenly we see these snake bastards sneaking towards a little baby. Not on our watch. You grab the kid, I strangle six cobras with my bare hands. Women of New York, one at a time please.",The ultimate ice breaker.,Why?,"OK, I've got it. Here, put on this eye patch."
They're different eyes. I don't see why this bugs you. Patch up!,Both of us.,On the eye? Barney: Yes.,We got bit.,"So, what are the eye patches for?","A bunch of cobras got loose in Central Park. You and I are jogging, training for the Death Valley Iron Man. No big deal, we do it every year. Suddenly we see these snake bastards sneaking towards a little baby. Not on our watch. You grab the kid, I strangle six cobras with my bare hands. Women of New York, one at a time please."
"Oh, Theodore...","OK, I'm gonna let you in on a little secret. People with real game don't need eye patches.",Don't tell anyone I said that.,"He won? He won. Oh God, getting the kid is winning, isn't it?",A good one. He won full custody.,Why is this kid around anyway? Shouldn't he be with his mom? What kind of lawyer does this guy have if he has to take care of the kid all the time?
"...no no no, you can't spell game without me, and me has the best game.","Oh, Theodore...","OK, I'm gonna let you in on a little secret. People with real game don't need eye patches.",Don't tell anyone I said that.,"He won? He won. Oh God, getting the kid is winning, isn't it?",A good one. He won full custody.
Oh yeah? I'm the New York state gaming commissioner.,"Yeah, well, I got so much game, I'm Cornish game hen.","...no no no, you can't spell game without me, and me has the best game.","Oh, Theodore...","OK, I'm gonna let you in on a little secret. People with real game don't need eye patches.",Don't tell anyone I said that.
Wow.,"Well, I'm The Game, well-crafted, keep-you-guessing thriller starring Michael Douglas and Sean Penn.",Oh yeah? I'm the New York state gaming commissioner.,"Yeah, well, I got so much game, I'm Cornish game hen.","...no no no, you can't spell game without me, and me has the best game.","Oh, Theodore..."
"OK, Marshall.",I may have made some wildly inappropriate homoerotic comments to a gentleman wearing your shoes.,"Yeah, so?",Wow. You're here and not in stall two.,Wow.,"Well, I'm The Game, well-crafted, keep-you-guessing thriller starring Michael Douglas and Sean Penn."
Which one of us has more game?,Yes.,"OK, Marshall.",I may have made some wildly inappropriate homoerotic comments to a gentleman wearing your shoes.,"Yeah, so?",Wow. You're here and not in stall two.
"What? Marshall: If dating is the game, then marriage is winning the game.","Neither of you guys has any game, right, or else you'd be married like me.",Which one of us has more game?,Yes.,"OK, Marshall.",I may have made some wildly inappropriate homoerotic comments to a gentleman wearing your shoes.
"OK. One, we agreed not to ever say 'bra' anymore. It was a good week, we had a lot of fun, but it's over. Two, you've been with Lily for eleven years. You're idea of good game is slapping on a Dr. Seuss hat and flashing two tickets to a Spin Doctors concert.","You're joking. I have mad game, bra.","Yeah, if you're playing in the women's league.","What? Marshall: If dating is the game, then marriage is winning the game.","Neither of you guys has any game, right, or else you'd be married like me.",Which one of us has more game?
"Ted, you do not have more game than me. By sheer numbers alone, I win. Come on, dude, you've seen my list.",What? I am not irrelevant. I know tons of stuff. I could help you guys. I don't wanna be left out.,"I hate to say it, buddy, but you're kinda' irrelevant.","OK. One, we agreed not to ever say 'bra' anymore. It was a good week, we had a lot of fun, but it's over. Two, you've been with Lily for eleven years. You're idea of good game is slapping on a Dr. Seuss hat and flashing two tickets to a Spin Doctors concert.","You're joking. I have mad game, bra.","Yeah, if you're playing in the women's league."
"Ted, I challenge you to a picking-up-girls Olympiad.",Are you a model? That one's good because it's flattering to the girl.,"First of all, I did not ask to see that list and I am still horrified. True game is about quality, not quantity. And a quality girl would pick me over you any day.",Do you guys wanna hear one of my lines?,"Ted, you do not have more game than me. By sheer numbers alone, I win. Come on, dude, you've seen my list.",What? I am not irrelevant. I know tons of stuff. I could help you guys. I don't wanna be left out.
There will be 26 events spread out over 11 weeks. We will travel to a neutral city where a panel of international judges...,Fine.,"Ted, I challenge you to a picking-up-girls Olympiad.",Are you a model? That one's good because it's flattering to the girl.,"First of all, I did not ask to see that list and I am still horrified. True game is about quality, not quantity. And a quality girl would pick me over you any day.",Do you guys wanna hear one of my lines?
That's good too.,Or we could just choose a girl and the first one to seal the deal wins.,There will be 26 events spread out over 11 weeks. We will travel to a neutral city where a panel of international judges...,Fine.,"Ted, I challenge you to a picking-up-girls Olympiad.",Are you a model? That one's good because it's flattering to the girl.
How about her?,That's good too.,Or we could just choose a girl and the first one to seal the deal wins.,There will be 26 events spread out over 11 weeks. We will travel to a neutral city where a panel of international judges...,Fine.,"Ted, I challenge you to a picking-up-girls Olympiad."
"Before we start, why don't we jot down a few basic ground rules?",You're on.,How about her?,That's good too.,Or we could just choose a girl and the first one to seal the deal wins.,There will be 26 events spread out over 11 weeks. We will travel to a neutral city where a panel of international judges...
