response,context/0,context/1,context/2,context/3,context/4
I dont get it.,"Thats right. My Mom doesnt have any faith in me! Oh, thats hilarious! Ha-ha-ha-ha-ha.","Oh honey, come on, have a sense of humour, youve never been able to laugh at yourself.","You promised Dr. Weinburg, youd never use that phrase.","No-no-no, that was all true. This was just in case you pulled a Monica.",You bet that Id screw up?! So all that stuff about hiring me because I was good was
"Op, the ruined quiches are ready.",Ding!,"No, I have faith",I dont get it.,"Thats right. My Mom doesnt have any faith in me! Oh, thats hilarious! Ha-ha-ha-ha-ha.","Oh honey, come on, have a sense of humour, youve never been able to laugh at yourself."
Hey!,You need these books.,Spocks birth control.,"Actually its, Vatican City. Now ahh, what do you know about vulcanised rubber?","In the woods. No wait-wait, thats the joke answer.","Lets see, ahhh Where does the Pope live?"
This used to be your room?  Wow! You mustve been in really good shape as a kid.,Hi.,Hey!,You need these books.,Spocks birth control.,"Actually its, Vatican City. Now ahh, what do you know about vulcanised rubber?"
"Well, who cares what your Mom thinks? So you pulled a Monica.","Ohh, Im such an idiot. I cant believe I actually thought she could change.",This used to be your room?  Wow! You mustve been in really good shape as a kid.,Hi.,Hey!,You need these books.
"No but, why does that have to be a bad thing. Just change what it means. Y'know? Go down there and prove your Mother wrong. Finish the job you were hired to do, and well call that pulling a Monica.","Oh good, Im glad thats catching on.","Well, who cares what your Mom thinks? So you pulled a Monica.","Ohh, Im such an idiot. I cant believe I actually thought she could change.",This used to be your room?  Wow! You mustve been in really good shape as a kid.,Hi.
"Okay, umm, if a kid gets straight As, his parents would say, Yeah, he pulled a Monica. Y'know? Or a fireman saves a baby, and they go, Yeah I know, he pulled a Monica. Or someone hits a homerun and the announcer says, Yeah, that ones outta here. Though some things dont change.",What?,"No but, why does that have to be a bad thing. Just change what it means. Y'know? Go down there and prove your Mother wrong. Finish the job you were hired to do, and well call that pulling a Monica.","Oh good, Im glad thats catching on.","Well, who cares what your Mom thinks? So you pulled a Monica.","Ohh, Im such an idiot. I cant believe I actually thought she could change."
Wow! My breasts are really strong.,"All right, Ill go down there. But, Im not gonna serve the lasagna. Im gonna serve something I make.","Okay, umm, if a kid gets straight As, his parents would say, Yeah, he pulled a Monica. Y'know? Or a fireman saves a baby, and they go, Yeah I know, he pulled a Monica. Or someone hits a homerun and the announcer says, Yeah, that ones outta here. Though some things dont change.",What?,"No but, why does that have to be a bad thing. Just change what it means. Y'know? Go down there and prove your Mother wrong. Finish the job you were hired to do, and well call that pulling a Monica.","Oh good, Im glad thats catching on."
Theyre not even touching the lasagna!,Well?,"Ohh, not compared to you.",And Milton Berle has a,I can make you a legend. I can make you this generations Milton Berle.,Go on.
"Oh, they love your casserole.",Really?!,Theyre not even touching the lasagna!,Well?,"Ohh, not compared to you.",And Milton Berle has a
Its hard to believe that just a little while ago this was nothing but ingredients.,Yes!!,"Oh, they love your casserole.",Really?!,Theyre not even touching the lasagna!,Well?
"Umm, you might even say that she pulled a Monica.",Wow!,"Yes, well I was wrong, and I have to say you really impressed me today.","Well, I was going for wrong, but we can use your word.",A bitch?,"So if everyone liked it, and you liked it, that would make this a success. Which would make you"
Oh.,Wh-whats going on?,Hey!,Hello.,"That really means a lot. Oh, and Mom, dont bite your nails.","And the next time you cater for me, there will be nothing but ice in the freezer."
"Oh God, Korea is such a beautiful country.","Oh, yeah. Yeah.",Oh! Did anybody see that-that documentary on the Korean War?,"Well, we can talk about something else. What do you want to talk about? Vivisection? The Vasdeferens? The Vietnam War?",Why are you talking about volcanoes all of the sudden?,"Oh yeah, lava spewing, hot ash, of course some are dormant."
"Hey! New wallet, huh?",Okay.,You tell your friend Chandler that were definately broken up this time.,"Oh, yeah! Yeah!",I seem to have had a slight office mishap. Could you please get the key off the back of the door for me.,"Yeah, sure. Umm, they didnt have poppy seed bagels, so I  Oh my word!"
"Oh please, somebody tell me I dont have to go to work today!",Why dont you tell me something I dont know!,": Yeah, well your friends are in violation of it. Ive been a nice guy up until now, but uh, I dont need this grief. Im gonna call the landlord and tell him that Monica is illegally subletting here grandmothers apartment. Your friends are outta here pal.",I have actually not heard of that.,: Yeah. Well maybe you have heard about the Rent Stabilization Act of 1968!,"Have you heard about a little something called, Not Making Girls Cry."
"Oh, my first massage today is this incredibly gorgeous guy, and every time I see him I just want to do things to him that Im not allowed to charge for.",Whats the matter?,"Oh please, somebody tell me I dont have to go to work today!",Why dont you tell me something I dont know!,": Yeah, well your friends are in violation of it. Ive been a nice guy up until now, but uh, I dont need this grief. Im gonna call the landlord and tell him that Monica is illegally subletting here grandmothers apartment. Your friends are outta here pal.",I have actually not heard of that.
"Oh no, it is forbidden! No-no, Mrs. Potter fires people for fooling around with clients. And its against my oath as a masseuse.",So do them for free.,"Oh, my first massage today is this incredibly gorgeous guy, and every time I see him I just want to do things to him that Im not allowed to charge for.",Whats the matter?,"Oh please, somebody tell me I dont have to go to work today!",Why dont you tell me something I dont know!
"No, I made myself take an oath. Yeah, no fooling around with clients and umm, always be prepared. Yeah, that ones actually from the Boy Scouts, but it just makes good sense.",They make you take an oath?,"Oh no, it is forbidden! No-no, Mrs. Potter fires people for fooling around with clients. And its against my oath as a masseuse.",So do them for free.,"Oh, my first massage today is this incredibly gorgeous guy, and every time I see him I just want to do things to him that Im not allowed to charge for.",Whats the matter?
"No, I can handle it. No, Im a professional.",Why dont you just give him to somebody else?,"No, I made myself take an oath. Yeah, no fooling around with clients and umm, always be prepared. Yeah, that ones actually from the Boy Scouts, but it just makes good sense.",They make you take an oath?,"Oh no, it is forbidden! No-no, Mrs. Potter fires people for fooling around with clients. And its against my oath as a masseuse.",So do them for free.
I dont what your talking about.,Youre gonna do some feet flirtin!,Because thats the only part of you he can see when hes on the table!,Wow! And you got a petticure. Your feet are all dressed up.,"Oh Pheebs, is that a new ankle bracelet?","No, I can handle it. No, Im a professional."
Because its Arabian princess day at work! Okay?! Leave me alone!,Then how do you explain the toe ring?!,I dont what your talking about.,Youre gonna do some feet flirtin!,Because thats the only part of you he can see when hes on the table!,Wow! And you got a petticure. Your feet are all dressed up.
These old things.,"Wow, you have really pretty feet.","Hi, Im Maria.","Okay, no problem.  Could you come here for a second?","No! And Im not gonna be, so you can save you little speech.","So, are you a member of any gym."
"You mean theOkay by siadic, you mean the towel covered portion.","Would you mind spending some time on my siadic area, its been killing me today.",These old things.,"Wow, you have really pretty feet.","Hi, Im Maria.","Okay, no problem.  Could you come here for a second?"
"Sure, yeah, no I can do that, yeah, because umm, y'know, the muscles in the siadic area can get yknow, real  nice and tight. So umm, tell me Rick, how umm, how did you injure the area.",Yeah.,"You mean theOkay by siadic, you mean the towel covered portion.","Would you mind spending some time on my siadic area, its been killing me today.",These old things.,"Wow, you have really pretty feet."
Oh.,"Oh, a 16-hour sit-in for Greenpeace.","Sure, yeah, no I can do that, yeah, because umm, y'know, the muscles in the siadic area can get yknow, real  nice and tight. So umm, tell me Rick, how umm, how did you injure the area.",Yeah.,"You mean theOkay by siadic, you mean the towel covered portion.","Would you mind spending some time on my siadic area, its been killing me today."
No!,Ow! Did you just bite me?,Oh.,"Oh, a 16-hour sit-in for Greenpeace.","Sure, yeah, no I can do that, yeah, because umm, y'know, the muscles in the siadic area can get yknow, real  nice and tight. So umm, tell me Rick, how umm, how did you injure the area.",Yeah.
Hey.,"Now, theres two reasons.","Aww, man, now we wont be bank buddies!",Youre a genius!,"Or! Or, we could go to the bank, close our accounts and cut them off at the source.","Well, you could actually go to the gym."
"Ohh, you guys, remember that cute client I told you about? I bit him.",Hey!,Hey.,"Now, theres two reasons.","Aww, man, now we wont be bank buddies!",Youre a genius!
On the touchy.,Where?!,"Ohh, you guys, remember that cute client I told you about? I bit him.",Hey!,Hey.,"Now, theres two reasons."
"No, I know! I-Im sorry, but the moment I touch him, I just wanna throw out my old oath and take a new, dirty one.",And thats not against your oath?!,On the touchy.,Where?!,"Ohh, you guys, remember that cute client I told you about? I bit him.",Hey!
"Okay, baseball. Rick, playing baseball. Okay, slides into second, maybe even his pants come down a little Oh nowait no, no! No! Okay, all right, sandwiches, sandwiches. Umm, okay, on a plate, maybe Ricks pants come down a little. No! No! Okay, Chandler! Okay Chandler, ooh, thats working.",I wanna quit the bank!,"Hi, Im Karen.","Okay, Ms. Lambert handles all our closures.  Would you come over here please?","No, wed just like to close them.",No-no.
"Okay, youre all set.","Okay, baseball. Rick, playing baseball. Okay, slides into second, maybe even his pants come down a little Oh nowait no, no! No! Okay, all right, sandwiches, sandwiches. Umm, okay, on a plate, maybe Ricks pants come down a little. No! No! Okay, Chandler! Okay Chandler, ooh, thats working.",I wanna quit the bank!,"Hi, Im Karen.","Okay, Ms. Lambert handles all our closures.  Would you come over here please?","No, wed just like to close them."
Yeah! In really long hour world.,"Oh wow! That was amazing, was that really just an hour?!","Okay, youre all set.","Okay, baseball. Rick, playing baseball. Okay, slides into second, maybe even his pants come down a little Oh nowait no, no! No! Okay, all right, sandwiches, sandwiches. Umm, okay, on a plate, maybe Ricks pants come down a little. No! No! Okay, Chandler! Okay Chandler, ooh, thats working.",I wanna quit the bank!,"Hi, Im Karen."
"Ugh, okay, I have an enormous crush on you. But because youre a client, I cant ask you out, even though you give me yknow, the feeling.",What?,Yeah! In really long hour world.,"Oh wow! That was amazing, was that really just an hour?!","Okay, youre all set.","Okay, baseball. Rick, playing baseball. Okay, slides into second, maybe even his pants come down a little Oh nowait no, no! No! Okay, all right, sandwiches, sandwiches. Umm, okay, on a plate, maybe Ricks pants come down a little. No! No! Okay, Chandler! Okay Chandler, ooh, thats working."
Really?!,"Wow! I had no idea! But you know, I could always find another masseuse.","Ugh, okay, I have an enormous crush on you. But because youre a client, I cant ask you out, even though you give me yknow, the feeling.",What?,Yeah! In really long hour world.,"Oh wow! That was amazing, was that really just an hour?!"
What?,"Yeah, really.",Really?!,"Wow! I had no idea! But you know, I could always find another masseuse.","Ugh, okay, I have an enormous crush on you. But because youre a client, I cant ask you out, even though you give me yknow, the feeling.",What?
"Oh yeah, oh and I know, but this isnt what it looks like, cause Rick is my ahh, husband.","Phoebe, we have rules here, this isnt that kind of place.",Why wasnt I offered that? Id definitely pay more for that.,Mr. Simons been waiting for Oh my God!,"Suddenly, I very aware that Im naked.",What?
"Yes, I will tell her.","Oh really? Well, then youd better tell his other wife, cause she called three times asking where he is.","Oh yeah, oh and I know, but this isnt what it looks like, cause Rick is my ahh, husband.","Phoebe, we have rules here, this isnt that kind of place.",Why wasnt I offered that? Id definitely pay more for that.,Mr. Simons been waiting for Oh my God!
"Hey! So I had a great day, Rick and I really hit it off, and we started making out, and then my boss walked in and fired me for being a whore.",Hey.,To pay for the gym.,What are you ever gonna use that for?!,"No! And somehow, we ended up with a joint checking account.",So you didnt leave the bank?
"Its so weird, I have never been fired from anything before!",Oh my Gosh!,You got fired?!,What?!,"Hey! So I had a great day, Rick and I really hit it off, and we started making out, and then my boss walked in and fired me for being a whore.",Hey.
"I just-I just started walking around not knowing what to do next, yknow? I-I started asking people on the street if they wanted massages. Then these policemen, thought I was a whore too. Its been a really bad day, whore wise.",Sweety...,"Its so weird, I have never been fired from anything before!",Oh my Gosh!,You got fired?!,What?!
"Yeah, they thought I was a whore.","So it looks like youve got some great experience here. Lets see ahh, reason for leaving last job?","No, Im good.",": Yeah, you could dance real good with her, shes the same size as me.",Really?,": Right.  Hey, ahh, you wanna come? Marge has a girlfriend."
Great! Thank you very much.,"Okay, well give a call if anything comes up.","Yeah, they thought I was a whore.","So it looks like youve got some great experience here. Lets see ahh, reason for leaving last job?","No, Im good.",": Yeah, you could dance real good with her, shes the same size as me."
Thank you.,Great! Thank you very much.,"Okay, well give a call if anything comes up.","Yeah, they thought I was a whore.","So it looks like youve got some great experience here. Lets see ahh, reason for leaving last job?","No, Im good."
Oh.,I tell people secrets. It makes them like me.,"Ross, you guys went out once. You took your kids to Chucky Cheese, and you didn't even kiss her.","Yeah, it's-it's tough being single. That's why I'm so glad I found Amanda.",I could die.,"Just go up to her and ask her out.  Oh, what's the worst thing that could happen?"
"Before I start, I just wanna say that umm, I have a cold, so if I sneeze in the middle of song, it's not on purpose. Oh, except the last verse of Pepper People.  Hey Gunther, be a good little boy and bring me a whiskey.",Didn't I tell ya? Always showin' off.,"Yes-yes, I was just trying to figure out a way to uh, demonstrate how I could get my exceptionally large feet into my even bigger mouth.","Hey, I see you guys already met, huh?","Hey! Hey, hey-hey, hey.",Hey!
"My sticky shoes, my sticky-sticky shoes, why do you stick on me, ba-a-by! Thanks for the lights honey.","Oh, jeez.",Well the duck can swim.,What about the duck?,There we go little fella.,Oh! It's on! It's on!
"It's fun, God I love how sexy I am.",That cold makes you sound so great.,"Way to go, Phoebe!","My sticky shoes, my sticky-sticky shoes, why do you stick on me, ba-a-by! Thanks for the lights honey.","Oh, jeez.",Well the duck can swim.
"Well, I think it's great that the medical community is finally trying to help sick hamsters.",Okay.,"Well, have fun!","No, no, it's not like that. I, I work for a medical researcher.","Ooh, that's great, I love those little guys.","Oh, Kath, we should get going. We're going to by hamsters."
"Yes, you do. Chandler loves Kathy.","No, I don't.",You love her.,"She's smart and funny, y'know? We were up all last night talking, she said the funniest thing about--what?","Yeah, she's...","Oh yeah, me too, she's so cool and pretty."
"So, I need to write some depressing stuff to go along with my new floozy voice, but nothing that sad has ever really happened to me.",All right.,Ohh!,All right.,"Yeah, he's a little sensitive right now, cause he's so in love.","Thank you, Ross."
"Uh-huh. Oh, yeah, I could write about the time my hair did that Woo-hoo thing.","Oh umm, how about your mom dying, or having to live on the streets when you were 14?","So, I need to write some depressing stuff to go along with my new floozy voice, but nothing that sad has ever really happened to me.",All right.,Ohh!,All right.
Hey.,Hey!,Hey!,"Uh-huh. Oh, yeah, I could write about the time my hair did that Woo-hoo thing.","Oh umm, how about your mom dying, or having to live on the streets when you were 14?","So, I need to write some depressing stuff to go along with my new floozy voice, but nothing that sad has ever really happened to me."
Hi.,"Hi, Josh.","Hi guys! This is Josh. Josh, these are my friends, and that's Ross.","Great, actually. I'm thinking tonight, maybe the night. Yeah, I mean ah, the kids are gonna play together and then when they're asleep, I'm thinking Amanda and I break open a bottle of wine, and do a little playing ourselves.",How's it going with her?,Oh.
"Wow, cute one!",Dope!,Okay.  I'll miss you.,"Well, it's getting late, I've got to get to the game, so I'm gonna... head.","Ross, didn't you ah, play soccer in High School? Oh no wait, that's right. You just organized their game schedules on your Commodore 64.","Oh, I still do. Next year, I hope to make varsity though."
"Yeah, I should go to, cause I'm playing in one hour. Hey,  My sticky shoes--eww! Eww! I lost my sexy phlegm!","Well, I'm gonna go get ready,  for my date tonight, so ah, I'll just  head.","It's this dumb thing that Ross made up cause he was trying to fool our parents. It's a way of giving the finger, without actually having to give it. I remember I cried the night you made it up, cause it was the first time that I realized that I was actually cooler than my older brother.",Monica knows.,What was that?,Oh!
"Okay, I wanna be sexy again so I'm trying to catch a cold. It should be easy, supposedly they're pretty common.","Pheebs, what are you doing?",Her date tipped me ten dollars.,Oh come on! You're making it sound worse than it actually was.,Okay.,Hey!
What?!,Okay. You were right. I'm in love with Joey's girlfriend.,"Phoebe, you'll catch pneumonia.","Okay, I wanna be sexy again so I'm trying to catch a cold. It should be easy, supposedly they're pretty common.","Pheebs, what are you doing?",Her date tipped me ten dollars.
"Well, how-how-how is that possible? You barely know her!",Are you serious?,What?!,Okay. You were right. I'm in love with Joey's girlfriend.,"Phoebe, you'll catch pneumonia.","Okay, I wanna be sexy again so I'm trying to catch a cold. It should be easy, supposedly they're pretty common."
You mean you stole it!  Don't cover your mouth when you do that!,"Oh gosh, Phoebe, I think I caught your cold.","I don't know. I can't--I just, I can't get her out of my head. Y'know? I mean, I'm a very bad person. I'm a very, very bad person. I'm a horrible person.  No you're not Chandler! We still love you Chandler!","Well, how-how-how is that possible? You barely know her!",Are you serious?,What?!
"Hey, I just saw Josh, he looks so yummy in your leather jacket.",Because he's stealing from me!,Why?,I think he's stealing from me.,What?,Yeah!  Ohhh!
"Here, now I don't eat chicken, so it's just noodle soup. And there's no chicken in the broth either, so it's really just... noodle water.",Ughh!,"Hey, I just saw Josh, he looks so yummy in your leather jacket.",Because he's stealing from me!,Why?,I think he's stealing from me.
Sure.,Thank you so much Phoebe.,"Here, now I don't eat chicken, so it's just noodle soup. And there's no chicken in the broth either, so it's really just... noodle water.",Ughh!,"Hey, I just saw Josh, he looks so yummy in your leather jacket.",Because he's stealing from me!
"But, I need your germs! I want my cold back! I miss my sexy voice.",What are you doing with those?!,Sure.,Thank you so much Phoebe.,"Here, now I don't eat chicken, so it's just noodle soup. And there's no chicken in the broth either, so it's really just... noodle water.",Ughh!
It's okay. How's the soup?,"Sorry, Phoebe.","But, I need your germs! I want my cold back! I miss my sexy voice.",What are you doing with those?!,Sure.,Thank you so much Phoebe.
Does it even work without my sexy voice?,Y'know...,Here.  At least I made ten bucks in my relationship.,Sorry.,Fine.,"That's mine!! Now, would you both please start acting like adults? And get me my cough drops!"
"Gunther, kiss me.",I like it.,Does it even work without my sexy voice?,Y'know...,Here.  At least I made ten bucks in my relationship.,Sorry.
And I'm still waiting for my paper mache man. Thank you my babies.,Can I sleep on your couch?,"Now, we're not actually gonna be sleeping in her, but do you mind?",What?,"Gunther, kiss me.",I like it.
Hey what are you guys looking at?,You're welcome for a delicious dinner.,"So, thank you for the delicious dinner.",I knew you'd understand.,Okay.,"So umm, are we cool?"
"Yeah, come to papa.",Ross and the most beautiful girl in the world.,Hey what are you guys looking at?,You're welcome for a delicious dinner.,"So, thank you for the delicious dinner.",I knew you'd understand.
Oo! Is it for my birthday present?,Hi. You guys have any wrapping paper?,Fine by me; hope she wins.,Well maybe she and her friends are just having a contest to see who can bring home the biggest geek.,"I've seen her at work, but I always figured, ah-huh? But, uh, I made her dinner. We had a great time. And we're going out again tomorrow.","Okay, but that's, like, the easiest era."
"Yeah, but remember you said you ordered something special, and it just hasn't come yet?","Phebes, it was your birthday, like, months ago.",Oo! Is it for my birthday present?,Hi. You guys have any wrapping paper?,Fine by me; hope she wins.,Well maybe she and her friends are just having a contest to see who can bring home the biggest geek.
'Kay.,"Well, I have a call in about that.","Yeah, but remember you said you ordered something special, and it just hasn't come yet?","Phebes, it was your birthday, like, months ago.",Oo! Is it for my birthday present?,Hi. You guys have any wrapping paper?
"Yeah, and what a great way to say, I secretly love you, roommate's girlfriend!","Oh, honey, that's so sweet.","Oh, it wasn't a big deal. I just went to a couple of bookstores, talked to a couple of dealers... called a couple of the author's grandchildren.","Huh. Well, then you'd better keep it away from Ross's hair. So this is pretty rare. How did you get that?","Okay, but don't touch it, because you fingers have destructive oils.","Oh, The Velveteen Rabbit! Oh my God, when the boy's love makes the rabbit real!"
It's gotta be better than that book. Oo! Like a crossbow!,"Okay, all right, I'll just uh, make sure that uh, Joey gets her something really great.",How do you think it's gonna look when you get her something incredibly meaningful and expensive and her boyfriend Joey gives her an orange?,It doesn't say that. Does it?,"Yeah, and what a great way to say, I secretly love you, roommate's girlfriend!","Oh, honey, that's so sweet."
"Wow, what is with all the negativity? You sound like Monican't , not Monican...  ...Monica. Look, you know, you have been playing around with this catering thing for over three years. Do you want to be a caterer or not?",Because I don't have the money or the equipment to handle something that big on such short notice. I mean there's no way.,"So, uh, why did you have to turn it down?",Sixty guests.,Oh my God! What happened?,I just had to turn down a job catering a funeral for sixty people.
"There you go, that's the spirit! Okay! Now, if you need money, I will lend you money, but just get moving!",I don't know.,"Wow, what is with all the negativity? You sound like Monican't , not Monican...  ...Monica. Look, you know, you have been playing around with this catering thing for over three years. Do you want to be a caterer or not?",Because I don't have the money or the equipment to handle something that big on such short notice. I mean there's no way.,"So, uh, why did you have to turn it down?",Sixty guests.
"Okay! It's worth it, if it will get you moving. You haven't worked in months.",Really? Cause I'd need like 500 for all the food and the supplies and stuff.,"There you go, that's the spirit! Okay! Now, if you need money, I will lend you money, but just get moving!",I don't know.,"Wow, what is with all the negativity? You sound like Monican't , not Monican...  ...Monica. Look, you know, you have been playing around with this catering thing for over three years. Do you want to be a caterer or not?",Because I don't have the money or the equipment to handle something that big on such short notice. I mean there's no way.
"Yes, but I'm doing this.","Well, you're not working either.","Okay! It's worth it, if it will get you moving. You haven't worked in months.",Really? Cause I'd need like 500 for all the food and the supplies and stuff.,"There you go, that's the spirit! Okay! Now, if you need money, I will lend you money, but just get moving!",I don't know.
"Ooo, a crossword! Can I help?",And not one of your coupons for an hour of Joey Love.,"Oh, I know...","Yes, you have to get her something, and it should be something really nice.",Yeah!,"We've only been going out for a couple of weeks, do you think I gotta get her something?"
Fine. But you can't help me develop my new universal language.,"No! I'm sorry, honey, it's just that last week I got all but three answers and I really want to finish a whole one without any help.","Ooo, a crossword! Can I help?",And not one of your coupons for an hour of Joey Love.,"Oh, I know...","Yes, you have to get her something, and it should be something really nice."
Mon! I'm so happy for you!,"Oh my God, it was the best funeral ever! I mean, everyone loved the food, and guess what? I even got another funeral for tomorrowthe dead-guy-from-today's best friend. I mean, it is like I am the official caterer for that accident!","Hey, how'd it go?",Hey!,Fine. But you can't help me develop my new universal language.,"No! I'm sorry, honey, it's just that last week I got all but three answers and I really want to finish a whole one without any help."
"I'll have one, please. Plus my money.","Thanks. Like, check out my new catering stuff.  Look at this! I'm an omelet station! Omelet? Made to order!",Mon! I'm so happy for you!,"Oh my God, it was the best funeral ever! I mean, everyone loved the food, and guess what? I even got another funeral for tomorrowthe dead-guy-from-today's best friend. I mean, it is like I am the official caterer for that accident!","Hey, how'd it go?",Hey!
"Oh. Okay. Oo, sorry I acted like a bank.","Oh. Well, I didn't realize that you needed it back right away. I mean, you told me to go and be a caterer. So I went. I beed. I mean, I... I used it to buy all this stuff. But lookI've got another job tomorrow, so I'll pay you back with the money I make from that.","I'll have one, please. Plus my money.","Thanks. Like, check out my new catering stuff.  Look at this! I'm an omelet station! Omelet? Made to order!",Mon! I'm so happy for you!,"Oh my God, it was the best funeral ever! I mean, everyone loved the food, and guess what? I even got another funeral for tomorrowthe dead-guy-from-today's best friend. I mean, it is like I am the official caterer for that accident!"
Yes. Did you settle the bill?,"Oh, is everything in the car?","Okay, um, don't take this the wrong way, but your place kinda has a weird smell.","Oh, yeah, why not?",I'd rather not.,"Well, I do! Why don't we go back to my place, light a couple of candles, break open a box of Cinnamon Fruit Toasties, uh..."
"Oh, look what we almost left.",No. I hate this part.,Yes. Did you settle the bill?,"Oh, is everything in the car?","Okay, um, don't take this the wrong way, but your place kinda has a weird smell.","Oh, yeah, why not?"
"Oh, all right. Oh! Look what we almost took!","No, that's not mine.","Oh, look what we almost left.",No. I hate this part.,Yes. Did you settle the bill?,"Oh, is everything in the car?"
"But Mon, you have to get our money!",Or... just get a card that has a poem already in it.,Would you like me to write her a little poem as well?,"Thanks, man. And oh, while you're at it, could you get her a card?","All right. I will go out and I will try to find something for her, okay?","Look, it's too late, and I got an audition. I can't shop anymore! I..."
"I know, it's tough. You know what the first thing I did after my mother's funeral was?","Oh, Phoebe, she couldn't stop crying! With those thick glasses, her tears looked giant.","But Mon, you have to get our money!",Or... just get a card that has a poem already in it.,Would you like me to write her a little poem as well?,"Thanks, man. And oh, while you're at it, could you get her a card?"
"Pay the caterer! Look, I've had a lot of jobs, okay, and there are some people who just always try to get out of paying. It's either, you know, that massage wasn't long enough, or, I don't recognize any of those songs, or, you know, these sombreros aren't big enough. Bad little white girl!",What?,"I know, it's tough. You know what the first thing I did after my mother's funeral was?","Oh, Phoebe, she couldn't stop crying! With those thick glasses, her tears looked giant.","But Mon, you have to get our money!",Or... just get a card that has a poem already in it.
"Well, it seems like there weren't any tears 'til you showed her the bill.",Okay. So what do you.... you think she's faking?,"Pay the caterer! Look, I've had a lot of jobs, okay, and there are some people who just always try to get out of paying. It's either, you know, that massage wasn't long enough, or, I don't recognize any of those songs, or, you know, these sombreros aren't big enough. Bad little white girl!",What?,"I know, it's tough. You know what the first thing I did after my mother's funeral was?","Oh, Phoebe, she couldn't stop crying! With those thick glasses, her tears looked giant."
She seems fine now.,"You're a grand ol' flag, you're a high-flying flag, and forever in peace may you wave....","Phoebe, she sounded pretty upset to me.","Well, it seems like there weren't any tears 'til you showed her the bill.",Okay. So what do you.... you think she's faking?,"Pay the caterer! Look, I've had a lot of jobs, okay, and there are some people who just always try to get out of paying. It's either, you know, that massage wasn't long enough, or, I don't recognize any of those songs, or, you know, these sombreros aren't big enough. Bad little white girl!"
"You didn't get the money, did you?","Jeepers, creepers, where'd you get those peepers? Jeepers, creepers, where'd you get those eyes?",Wow. That's almost as much as a new book.,"No, it came out to an even twenty.","You got it. Thanks man. Thanks for doing this, I owe you one.  Oh, hey! There wasn't any change from that twenty, was there?","No, it's a book that's just a book, okay? It's an early edition of the Velveteen Rabbit. It was her favorite book as a kid. So, uh, just... let me know if she likes it, okay?"
"No! Hey, we're not leaving until we get paid! I don't know who she thinks she is! Enough is enough!  Hey, widow?","Maybe I can try at intermission? Phoebe, come on... you know what? Let's just go!","You didn't get the money, did you?","Jeepers, creepers, where'd you get those peepers? Jeepers, creepers, where'd you get those eyes?",Wow. That's almost as much as a new book.,"No, it came out to an even twenty."
"Okay, Widow!",Come on along and listen to...,"No! Hey, we're not leaving until we get paid! I don't know who she thinks she is! Enough is enough!  Hey, widow?","Maybe I can try at intermission? Phoebe, come on... you know what? Let's just go!","You didn't get the money, did you?","Jeepers, creepers, where'd you get those peepers? Jeepers, creepers, where'd you get those eyes?"
"Excuse me. Excuse me!  Thanks. Um, clearly this is a very, very hard time for you. Um, but, um, we provided a service, and we deserve to be paid because you ate that service, and, um, we are not leaving here until we're paid every penny. 'Cause you know what, lady? We're part time caterers, and we have no place else to go.",...the lullabye of...,"Okay, Widow!",Come on along and listen to...,"No! Hey, we're not leaving until we get paid! I don't know who she thinks she is! Enough is enough!  Hey, widow?","Maybe I can try at intermission? Phoebe, come on... you know what? Let's just go!"
Good.,All right. I'll get my bag.,"Excuse me. Excuse me!  Thanks. Um, clearly this is a very, very hard time for you. Um, but, um, we provided a service, and we deserve to be paid because you ate that service, and, um, we are not leaving here until we're paid every penny. 'Cause you know what, lady? We're part time caterers, and we have no place else to go.",...the lullabye of...,"Okay, Widow!",Come on along and listen to...
Uh... yay!,"Hey! Hey, you guys, I finished the crossword all by myself! Hug me!",Move!,I did it! Oh! I finished it! I did it all by myself! And there's nobody to hug!,"Oh, thank god, it's not Mitzi. It's just a rat.","Oh my god! I'm so sorry, Cheryl. I must have freaked out."
Yeah. I'm a hard ass.,"Oh, it was great! The widow wouldn't pay, so Phoebe yelled at her 'til she did.","Thank you! Hey, how'd the catering go?","Oh, that's great! Congratulations!",Thanks!,Uh... yay!
Yeah. Hard Ass and Wuss. We could fight crime!,And I'm a wuss. And we should be partners.,Yeah. I'm a hard ass.,"Oh, it was great! The widow wouldn't pay, so Phoebe yelled at her 'til she did.","Thank you! Hey, how'd the catering go?","Oh, that's great! Congratulations!"
Okay!,"Wait a minute, Phoebe! We should be partners. We should be catering partners. I mean, think about it! You're not working right now, and we have such a great time together!",Yeah. Hard Ass and Wuss. We could fight crime!,And I'm a wuss. And we should be partners.,Yeah. I'm a hard ass.,"Oh, it was great! The widow wouldn't pay, so Phoebe yelled at her 'til she did."
Yeah. Oh! It'll be like I have a wife in the fifties!,I can cook and you can take care of the money.,Okay!,"Wait a minute, Phoebe! We should be partners. We should be catering partners. I mean, think about it! You're not working right now, and we have such a great time together!",Yeah. Hard Ass and Wuss. We could fight crime!,And I'm a wuss. And we should be partners.
